id,spkid,full_name,pdes,name,prefix
dK02A020,1000370,"     C/2002 A2 (LINEAR)","2002 A2",LINEAR,C
dK02E57J,1000387,"     P/2002 EJ57 (LINEAR)","2002 EJ57",LINEAR,P
dK02P010,1000404,"     C/2002 P1 (NEAT)","2002 P1",NEAT,C
dK02T060,1000417,"     P/2002 T6 (NEAT-LINEAR)","2002 T6",NEAT-LINEAR,P
dK03E010,1000428,"     C/2003 E1 (NEAT)","2003 E1",NEAT,C
dK03F020,1000430,"     P/2003 F2 (NEAT)","2003 F2",NEAT,P
dK03Q29X,1000449,"     P/2003 QX29 (NEAT)","2003 QX29",NEAT,P
dK03T120,1002004,"     P/2003 T12 (SOHO)","2003 T12",SOHO,P
dK04A010,1000473,"     P/2004 A1 (LONEOS)","2004 A1",LONEOS,P
dK04C010,1000478,"     C/2004 C1 (Larsen)","2004 C1",Larsen,C
dK04D29O,1000481,"     P/2004 DO29 (Spacewatch-LINEAR)","2004 DO29",Spacewatch-LINEAR,P
dK04FE0Y,1001665,"     P/2004 FY140 (LINEAR)","2004 FY140",LINEAR,P
dK04P010,1000503,"     C/2004 P1 (NEAT)","2004 P1",NEAT,C
dK04R030,1000510,"     P/2004 R3 (LINEAR-NEAT)","2004 R3",LINEAR-NEAT,P
dK04V030,1000520,"     P/2004 V3 (Siding Spring)","2004 V3","Siding Spring",P
dK04V05a,1000522,"     P/2004 V5-A (LINEAR-Hill)","2004 V5-A",LINEAR-Hill,P
dK04V05b,1000533,"     P/2004 V5-B (LINEAR-Hill)","2004 V5-B",LINEAR-Hill,P
dK05E010,1000559,"     P/2005 E1 (Tubbiolo)","2005 E1",Tubbiolo,P
dK05J010,1000564,"     P/2005 J1 (McNaught)","2005 J1",McNaught,P
dK05SL6B,1002322,"     P/2005 SB216 (LONEOS)","2005 SB216",LONEOS,P
dK05T020,1001669,"     P/2005 T2 (Christensen)","2005 T2",Christensen,P
dK05T050,1001674,"     P/2005 T5 (Broughton)","2005 T5",Broughton,P
dK05W020,1001678,"     C/2005 W2 (Christensen)","2005 W2",Christensen,C
dK05W030,1002312,"     P/2005 W3 (Kowalski)","2005 W3",Kowalski,P
dK06F020,1002329,"     C/2006 F2 (Christensen)","2006 F2",Christensen,C
dK06S040,1002418,"     P/2006 S4 (Christensen)","2006 S4",Christensen,P
dK06S050,1002420,"     C/2006 S5 (Hill)","2006 S5",Hill,C
dK06U070,1002427,"     C/2006 U7 (Gibbs)","2006 U7",Gibbs,C
dK06WI2Y,1002437,"     P/2006 WY182 (Christensen)","2006 WY182",Christensen,P
dK07C020,1002444,"     P/2007 C2 (Catalina)","2007 C2",Catalina,P
dK07K020,1002457,"     P/2007 K2 (Gibbs)","2007 K2",Gibbs,P
dK07Q020,1002471,"     P/2007 Q2 (Gilmore)","2007 Q2",Gilmore,P
dK07R040,1002476,"     P/2007 R4 (Garradd)","2007 R4",Garradd,P
dK07S010,1002477,"     P/2007 S1 (Zhao)","2007 S1",Zhao,P
dK07S020,1002478,"     C/2007 S2 (Lemmon)","2007 S2",Lemmon,C
dK07T020,1002480,"     P/2007 T2 (Kowalski)","2007 T2",Kowalski,P
dK08C94L,1003018,"     P/2008 CL94 (Lemmon)","2008 CL94",Lemmon,P
dK08E010,1002496,"     C/2008 E1 (Catalina)","2008 E1",Catalina,C
dK08L020,1002506,"     P/2008 L2 (Hill)","2008 L2",Hill,P
dK08O030,1002511,"     P/2008 O3 (Boattini)","2008 O3",Boattini,P
dK08Q20P,1002994,"     P/2008 QP20 (LINEAR-Hill)","2008 QP20",LINEAR-Hill,P
dK08W96Z,1003011,"     P/2008 WZ96 (LINEAR)","2008 WZ96",LINEAR,P
dK08Y030,1003008,"     P/2008 Y3 (McNaught)","2008 Y3",McNaught,P
dK09B010,1003010,"     P/2009 B1 (Boattini)","2009 B1",Boattini,P
dK09O030,1003028,"     P/2009 O3 (Hill)","2009 O3",Hill,P
dK09Q010,1003033,"     P/2009 Q1 (Hill)","2009 Q1",Hill,P
dK09Q050,1003035,"     P/2009 Q5 (McNaught)","2009 Q5",McNaught,P
dK09T020,1003042,"     P/2009 T2 (La Sagra)","2009 T2","La Sagra",P
dK09U040,1003047,"     P/2009 U4 (McNaught)","2009 U4",McNaught,P
dK09U050,1003049,"     C/2009 U5 (Grauer)","2009 U5",Grauer,C
dK09W51X,1003080,"     P/2009 WX51 (Catalina)","2009 WX51",Catalina,P
dK09Y020,1003053,"     P/2009 Y2 (Kowalski)","2009 Y2",Kowalski,P
dK10A030,1003056,"     P/2010 A3 (Hill)","2010 A3",Hill,P
dK10C010,1003061,"     P/2010 C1 (Scotti)","2010 C1",Scotti,P
dK10E020,1003069,"     P/2010 E2 (Jarnac)","2010 E2",Jarnac,P
dK10E050,1003072,"     C/2010 E5 (Scotti)","2010 E5",Scotti,C
dK10F030,1003076,"     C/2010 F3 (Scotti)","2010 F3",Scotti,C
dK10H020,1003083,"     P/2010 H2 (Vales)","2010 H2",Vales,P
dK10H040,1003084,"     P/2010 H4 (Scotti)","2010 H4",Scotti,P
dK10H050,1003088,"     P/2010 H5 (Scotti)","2010 H5",Scotti,P
dK10J030,1003093,"     P/2010 J3 (McMillan)","2010 J3",McMillan,P
dK10T020,1003107,"     P/2010 T2 (PANSTARRS)","2010 T2",PANSTARRS,P
dK10T20O,1003153,"     P/2010 TO20 (LINEAR-Grauer)","2010 TO20",LINEAR-Grauer,P
dK10U010,1003108,"     P/2010 U1 (Boattini)","2010 U1",Boattini,P
dK10U55H,1003161,"     P/2010 UH55 (Spacewatch)","2010 UH55",Spacewatch,P
dK10W00K,1003116,"     P/2010 WK (LINEAR)","2010 WK",LINEAR,P
dK11C020,1003121,"     P/2011 C2 (Gibbs)","2011 C2",Gibbs,P
dK11FE3R,1003184,"     P/2011 FR143 (Lemmon)","2011 FR143",Lemmon,P
dK11J15B,1003128,"     P/2011 JB15 (Spacewatch-Boattini)","2011 JB15",Spacewatch-Boattini,P
dK11K36P,1003189,"     C/2011 KP36 (Spacewatch)","2011 KP36",Spacewatch,C
dK11N010,1003136,"     P/2011 N1 (ASH)","2011 N1",ASH,P
dK11N01O,1003138,"     P/2011 NO1 (Elenin)","2011 NO1",Elenin,P
dK11P010,1003139,"     P/2011 P1 (McNaught)","2011 P1",McNaught,P
dK11Q030,1003145,"     P/2011 Q3 (McNaught)","2011 Q3",McNaught,P
dK11UD4A,1003157,"     P/2011 UA134 (Spacewatch-PANSTARRS)","2011 UA134",Spacewatch-PANSTARRS,P
dK11V010,1003158,"     P/2011 V1 (Boattini)","2011 V1",Boattini,P
dK11W010,1003159,"     P/2011 W1 (PANSTARRS)","2011 W1",PANSTARRS,P
dK11Y020,1003163,"     P/2011 Y2 (Boattini)","2011 Y2",Boattini,P
dK11Y030,1003164,"     C/2011 Y3 (Boattini)","2011 Y3",Boattini,C
dK12B010,1003168,"     P/2012 B1 (PANSTARRS)","2012 B1",PANSTARRS,P
dK12B98J,1003175,"     C/2012 BJ98 (Lemmon)","2012 BJ98",Lemmon,C
dK12C030,1003174,"     P/2012 C3 (PANSTARRS)","2012 C3",PANSTARRS,P
dK12F020,1003180,"     P/2012 F2 (PANSTARRS)","2012 F2",PANSTARRS,P
dK12G010,1003185,"     P/2012 G1 (PANSTARRS)","2012 G1",PANSTARRS,P
dK12K030,1003191,"     P/2012 K3 (Gibbs)","2012 K3",Gibbs,P
dK12L26P,1003233,"     C/2012 LP26 (Palomar)","2012 LP26",Palomar,C
dK12O010,1003199,"     P/2012 O1 (McNaught)","2012 O1",McNaught,P
dK12O020,1003200,"     P/2012 O2 (McNaught)","2012 O2",McNaught,P
dK12O030,1003201,"     P/2012 O3 (McNaught)","2012 O3",McNaught,P
dK12Q010,1003202,"     C/2012 Q1 (Kowalski)","2012 Q1",Kowalski,C
dK12S020,1003204,"     P/2012 S2 (La Sagra)","2012 S2","La Sagra",P
dK12T020,1003209,"     P/2012 T2 (PANSTARRS)","2012 T2",PANSTARRS,P
dK12T030,1003210,"     P/2012 T3 (PANSTARRS)","2012 T3",PANSTARRS,P
dK12T08K,1003215,"     P/2012 TK8 (Tenagra)","2012 TK8",Tenagra,P
dK12U020,1003217,"     P/2012 U2 (PANSTARRS)","2012 U2",PANSTARRS,P
dK12U27S,1003221,"     P/2012 US27 (Siding Spring)","2012 US27","Siding Spring",P
dK12W34A,1003230,"     P/2012 WA34 (Lemmon-PANSTARRS)","2012 WA34",Lemmon-PANSTARRS,P
dK12X020,1003225,"     C/2012 X2 (PANSTARRS)","2012 X2",PANSTARRS,C
dK13D010,1003236,"     C/2013 D1 (Holvorcem)","2013 D1",Holvorcem,C
dK13G010,1003242,"     P/2013 G1 (Kowalski)","2013 G1",Kowalski,P
dK13G040,1003245,"     P/2013 G4 (PANSTARRS)","2013 G4",PANSTARRS,P
dK13G080,1003249,"     C/2013 G8 (PANSTARRS)","2013 G8",PANSTARRS,C
dK13J020,1003255,"     P/2013 J2 (McNaught)","2013 J2",McNaught,P
dK13N030,1003264,"     P/2013 N3 (PANSTARRS)","2013 N3",PANSTARRS,P
dK13N050,1003268,"     P/2013 N5 (PANSTARRS)","2013 N5",PANSTARRS,P
dK13P010,1003269,"     P/2013 P1 (PANSTARRS)","2013 P1",PANSTARRS,P
dK13T010,1003277,"     P/2013 T1 (PANSTARRS)","2013 T1",PANSTARRS,P
dK13T020,1003279,"     P/2013 T2 (Schwartz)","2013 T2",Schwartz,P
dK13T05W,1003278,"     C/2013 TW5 (Spacewatch)","2013 TW5",Spacewatch,C
dK13U010,1003280,"     C/2013 U1 (Catalina)","2013 U1",Catalina,C
dK13U020,1003281,"     C/2013 U2 (Holvorcem)","2013 U2",Holvorcem,C
dK13W010,1003289,"     P/2013 W1 (PANSTARRS)","2013 W1",PANSTARRS,P
dK13W020,1003290,"     C/2013 W2 (PANSTARRS)","2013 W2",PANSTARRS,C
dK13Y46G,1003302,"     P/2013 YG46 (Spacewatch)","2013 YG46",Spacewatch,P
dK14A020,1003294,"     P/2014 A2 (Hill)","2014 A2",Hill,P
dK14A030,1003295,"     P/2014 A3 (PANSTARRS)","2014 A3",PANSTARRS,P
dK14A050,1003297,"     C/2014 A5 (PANSTARRS)","2014 A5",PANSTARRS,C
dK14F030,1003315,"     C/2014 F3 (Sheppard-Trujillo)","2014 F3",Sheppard-Trujillo,C
dK14HJ5U,1003471,"     C/2014 HU195 (Valdes-TOTAS)","2014 HU195",Valdes-TOTAS,C
dK14L020,1003318,"     P/2014 L2 (NEOWISE)","2014 L2",NEOWISE,P
dK14L030,1003319,"     P/2014 L3 (Hill)","2014 L3",Hill,P
dK14M020,1003322,"     C/2014 M2 (Christensen)","2014 M2",Christensen,C
dK14M040,1003325,"     P/2014 M4 (PANSTARRS)","2014 M4",PANSTARRS,P
dK14M04G,1003327,"     P/2014 MG4 (Spacewatch-PANSTARRS)","2014 MG4",Spacewatch-PANSTARRS,P
dK14O030,1003329,"     P/2014 O3 (PANSTARRS)","2014 O3",PANSTARRS,P
dK14R050,1003342,"     P/2014 R5 (Lemmon-PANSTARRS)","2014 R5",Lemmon-PANSTARRS,P
dK14T64G,1003357,"     C/2014 TG64 (Catalina)","2014 TG64",Catalina,C
dK14U040,1003348,"     P/2014 U4 (PANSTARRS)","2014 U4",PANSTARRS,P
dK14V010,1003349,"     P/2014 V1 (PANSTARRS)","2014 V1",PANSTARRS,P
dK14W010,1003351,"     P/2014 W1 (PANSTARRS)","2014 W1",PANSTARRS,P
dK14W040,1003354,"     P/2014 W4 (PANSTARRS)","2014 W4",PANSTARRS,P
dK14W110,1003362,"     C/2014 W11 (PANSTARRS)","2014 W11",PANSTARRS,C
dK14W120,1003363,"     P/2014 W12 (Gibbs)","2014 W12",Gibbs,P
dK14X010,1003364,"     P/2014 X1 (Elenin)","2014 X1",Elenin,P
dK15B010,1003370,"     P/2015 B1 (PANSTARRS)","2015 B1",PANSTARRS,P
dK15B040,1003456,"     P/2015 B4 (Lemmon-PANSTARRS)","2015 B4",Lemmon-PANSTARRS,P
dK15C010,1003372,"     P/2015 C1 (TOTAS-Gibbs)","2015 C1",TOTAS-Gibbs,P
dK15D020,1003373,"     C/2015 D2 (PANSTARRS)","2015 D2",PANSTARRS,C
dK15D050,1003376,"     C/2015 D5 (Kowalski)","2015 D5",Kowalski,C
dK15D060,1003378,"     P/2015 D6 (Lemmon-PANSTARRS)","2015 D6",Lemmon-PANSTARRS,P
dK15H16G,1003461,"     P/2015 HG16 (PANSTARRS)","2015 HG16",PANSTARRS,P
dK15J020,1003389,"     C/2015 J2 (PANSTARRS)","2015 J2",PANSTARRS,C
dK15K050,1003397,"     P/2015 K5 (PANSTARRS)","2015 K5",PANSTARRS,P
dK15P040,1003403,"     P/2015 P4 (PANSTARRS)","2015 P4",PANSTARRS,P
dK15PM9D,1003444,"     P/2015 PD229 (Cameron-ISON)","2015 PD229",Cameron-ISON,P
dK15Q010,1003404,"     C/2015 Q1 (Scotti)","2015 Q1",Scotti,C
dK15R010,1003406,"     C/2015 R1 (PANSTARRS)","2015 R1",PANSTARRS,C
dK15R020,1003408,"     P/2015 R2 (PANSTARRS)","2015 R2",PANSTARRS,P
dK15T030,1003411,"     P/2015 T3 (PANSTARRS)","2015 T3",PANSTARRS,P
dK15T19O,1003410,"     P/2015 TO19 (Lemmon-PANSTARRS)","2015 TO19",Lemmon-PANSTARRS,P
dK15TK0P,1003474,"     P/2015 TP200 (LINEAR)","2015 TP200",LINEAR,P
dK15W020,1003420,"     P/2015 W2 (Catalina)","2015 W2",Catalina,P
dK15X010,1003421,"     P/2015 X1 (PANSTARRS)","2015 X1",PANSTARRS,P
dK15X030,1003423,"     P/2015 X3 (PANSTARRS)","2015 X3",PANSTARRS,P
dK15X040,1003424,"     C/2015 X4 (Elenin)","2015 X4",Elenin,C
dK16A020,1003433,"     P/2016 A2 (Christensen)","2016 A2",Christensen,P
dK16A030,1003434,"     P/2016 A3 (PANSTARRS)","2016 A3",PANSTARRS,P
dK16A070,1003439,"     P/2016 A7 (PANSTARRS)","2016 A7",PANSTARRS,P
dK16B14A,1003451,"     P/2016 BA14 (PANSTARRS)","2016 BA14",PANSTARRS,P
dK16P010,1003472,"     P/2016 P1 (PANSTARRS)","2016 P1",PANSTARRS,P
dK16P040,1003480,"     C/2016 P4 (PANSTARRS)","2016 P4",PANSTARRS,C
dK16R040,1003485,"     P/2016 R4 (Gibbs)","2016 R4",Gibbs,P
dK17B040,1003497,"     P/2017 B4 (PANSTARRS)","2017 B4",PANSTARRS,P
dK17D010,1003500,"     P/2017 D1 (Fuls)","2017 D1",Fuls,P
dK17D040,1003503,"     P/2017 D4 (PANSTARRS)","2017 D4",PANSTARRS,P
dK17G010,1003513,"     P/2017 G1 (PANSTARRS)","2017 G1",PANSTARRS,P
dK17K030,1003519,"     P/2017 K3 (Gasparovic)","2017 K3",Gasparovic,P
dK17K040,1003521,"     C/2017 K4 (ATLAS)","2017 K4",ATLAS,C
dK17P010,1003527,"     P/2017 P1 (PANSTARRS)","2017 P1",PANSTARRS,P
dK17S020,1003531,"     C/2017 S2 (PANSTARRS)","2017 S2",PANSTARRS,C
dK17U030,1003545,"     P/2017 U3 (PANSTARRS)","2017 U3",PANSTARRS,P
dK17U050,1003547,"     C/2017 U5 (PANSTARRS)","2017 U5",PANSTARRS,C
dK17W030,1003549,"     P/2017 W3 (Gibbs)","2017 W3",Gibbs,P
dK17X010,1003550,"     C/2017 X1 (PANSTARRS)","2017 X1",PANSTARRS,C
dK18A040,1003557,"     P/2018 A4 (PANSTARRS)","2018 A4",PANSTARRS,P
dK18A050,1003558,"     P/2018 A5 (PANSTARRS)","2018 A5",PANSTARRS,P
dK18C010,1003561,"     P/2018 C1 (Lemmon-Read)","2018 C1",Lemmon-Read,P
dK18H020,1003570,"     P/2018 H2 (PANSTARRS)","2018 H2",PANSTARRS,P
dK18L010,1003573,"     P/2018 L1 (PANSTARRS)","2018 L1",PANSTARRS,P
dK18L040,1003576,"     P/2018 L4 (PANSTARRS)","2018 L4",PANSTARRS,P
dK18L050,1003577,"     P/2018 L5 (Leonard)","2018 L5",Leonard,P
dK18P040,1003584,"     P/2018 P4 (PANSTARRS)","2018 P4",PANSTARRS,P
dK18P050,1003585,"     C/2018 P5 (PANSTARRS)","2018 P5",PANSTARRS,C
dK18V02N,1003591,"     P/2018 VN2 (Leonard)","2018 VN2",Leonard,P
dK18V050,1003610,"     P/2018 V5 (Trujillo-Sheppard)","2018 V5",Trujillo-Sheppard,P
dK18Y020,1003601,"     P/2018 Y2 (Africano)","2018 Y2",Africano,P
dK19A010,1003602,"     P/2019 A1 (PANSTARRS)","2019 A1",PANSTARRS,P
dK19A020,1003603,"     P/2019 A2 (ATLAS)","2019 A2",ATLAS,P
dK19A060,1003607,"     P/2019 A6 (Lemmon-PANSTARRS)","2019 A6",Lemmon-PANSTARRS,P
dK19A080,1003611,"     P/2019 A8 (PANSTARRS)","2019 A8",PANSTARRS,P
dK19B020,1003612,"     P/2019 B2 (Groeller)","2019 B2",Groeller,P
dK19C010,1003659,"     C/2019 C1 (ATLAS)","2019 C1",ATLAS,C
dK19F020,1003619,"     C/2019 F2 (ATLAS)","2019 F2",ATLAS,C
dK19G21G,1003620,"     P/2019 GG21 (PANSTARRS)","2019 GG21",PANSTARRS,P
dK19L010,1003628,"     C/2019 L1 (PANSTARRS)","2019 L1",PANSTARRS,C
dK19L02D,1003688,"     P/2019 LD2 (ATLAS)","2019 LD2",ATLAS,P
dK19L04M,1003684,"     P/2019 LM4 (Palomar)","2019 LM4",Palomar,P
dK19M020,1003635,"     P/2019 M2 (ATLAS)","2019 M2",ATLAS,P
dK19S020,1003640,"     P/2019 S2 (PANSTARRS)","2019 S2",PANSTARRS,P
dK19S030,1003641,"     P/2019 S3 (PANSTARRS)","2019 S3",PANSTARRS,P
dK19T060,1003646,"     P/2019 T6 (PANSTARRS)","2019 T6",PANSTARRS,P
dK19U040,1003647,"     P/2019 U4 (PANSTARRS)","2019 U4",PANSTARRS,P
dK19V020,1003649,"     P/2019 V2 (Groeller)","2019 V2",Groeller,P
dK19W010,1003651,"     P/2019 W1 (PANSTARRS)","2019 W1",PANSTARRS,P
dK19X010,1003650,"     P/2019 X1 (Pruyne)","2019 X1",Pruyne,P
dK19X020,1003656,"     P/2019 X2 (PANSTARRS)","2019 X2",PANSTARRS,P
dK19Y030,1003654,"     P/2019 Y3 (Catalina)","2019 Y3",Catalina,P
dK20B030,1003661,"     C/2020 B3 (Rankin)","2020 B3",Rankin,C
dK20G010,1003672,"     P/2020 G1 (Pimentel)","2020 G1",Pimentel,P
dK20K070,1003695,"     C/2020 K7 (PANSTARRS)","2020 K7",PANSTARRS,C
dK20K090,1003697,"     P/2020 K9 (Lemmon-PANSTARRS)","2020 K9",Lemmon-PANSTARRS,P
dK20M010,1003698,"     P/2020 M1 (PANSTARRS)","2020 M1",PANSTARRS,P
dK20O030,1003708,"     P/2020 O3 (PANSTARRS)","2020 O3",PANSTARRS,P
dK20Q020,1003713,"     C/2020 Q2 (PANSTARRS)","2020 Q2",PANSTARRS,C
dK20R050,1003721,"     P/2020 R5 (PANSTARRS)","2020 R5",PANSTARRS,P
dK20S010,1003722,"     P/2020 S1 (PANSTARRS)","2020 S1",PANSTARRS,P
dK20S040,1003729,"     C/2020 S4 (PANSTARRS)","2020 S4",PANSTARRS,C
dK20S050,1003730,"     P/2020 S5 (PANSTARRS)","2020 S5",PANSTARRS,P
dK20S060,1003731,"     P/2020 S6 (Leonard)","2020 S6",Leonard,P
dK20S070,1003736,"     P/2020 S7 (PANSTARRS)","2020 S7",PANSTARRS,P
dK20T030,1003733,"     P/2020 T3 (PANSTARRS)","2020 T3",PANSTARRS,P
dK20U020,1003739,"     P/2020 U2 (PANSTARRS)","2020 U2",PANSTARRS,P
dK20V030,1003745,"     P/2020 V3 (PANSTARRS)","2020 V3",PANSTARRS,P
dK20V040,1003746,"     P/2020 V4 (Rankin)","2020 V4",Rankin,P
dK20W010,1003743,"     P/2020 W1 (Rankin)","2020 W1",Rankin,P
dK20X010,1003748,"     P/2020 X1 (ATLAS)","2020 X1",ATLAS,P
dK20X020,1003749,"     C/2020 X2 (ATLAS)","2020 X2",ATLAS,C
dK21C020,1003765,"     P/2021 C2 (PANSTARRS)","2021 C2",PANSTARRS,P
