,m,x,y,z,vx,vy,vz
40968,0.003524256,-0.82726,9.05776,-3.21924,-0.28806,-0.063818,0.222474
40969,0.003524256,-0.859774,9.1349,-3.25951,-0.0667861,-0.739974,0.544754
40970,0.003524256,-0.82771,9.13048,-3.19117,0.49721,-0.0471242,0.343196
40971,0.003524256,-0.842352,9.07521,-3.16747,0.359814,0.0388481,0.083363
40972,0.003524256,-0.792088,9.07301,-3.15467,0.31273,-0.351958,0.494394
40973,0.003524256,-0.856175,9.0961,-3.19896,0.788751,-0.32802,0.279166
40974,0.003524256,-0.81677,9.0035,-3.30202,0.0902122,-0.584727,0.0624753
40975,0.003524256,-0.836738,9.15347,-3.23243,0.464129,-0.324079,0.641229
40976,0.003524256,-0.793513,9.03744,-3.26753,0.159142,-0.116211,0.645627
40977,0.003524256,-0.891586,9.04363,-3.29747,-0.0481182,-0.701474,0.248644
40978,0.003524256,-0.823998,9.16317,-3.25798,0.526424,-0.041092,0.0578546
40979,0.003524256,-0.917659,9.06317,-3.24348,0.0807495,-0.168449,-0.186536
40980,0.003524256,-0.879396,9.09293,-3.29676,0.11563,-0.554078,0.722102
40981,0.003524256,-0.866944,9.17287,-3.20962,0.272466,-0.00139925,0.109554
40982,0.003524256,-0.833506,9.12081,-3.17336,0.148195,-0.831158,-0.169717
40983,0.003524256,-0.862282,9.04164,-3.1943,0.152207,-0.673631,0.708982
40984,0.003524256,-0.902808,9.08742,-3.28588,0.61001,-0.810969,0.242398
40985,0.003524256,-0.864567,8.99263,-3.21222,0.383525,-0.616114,0.510634
40986,0.003524256,-0.777397,9.18313,-3.24939,0.292297,-0.647373,-0.076241
40987,0.003524256,-0.755604,9.03626,-3.29962,0.0799073,-0.395697,-0.263847
40988,0.003524256,-0.729334,9.09907,-3.23621,0.088211,-0.801931,-0.0574492
40989,0.003524256,-0.866854,9.04047,-3.31,0.0550546,-0.700095,0.632904
40990,0.003524256,-0.880488,9.1559,-3.1976,-0.318541,-0.223421,0.140298
40991,0.003524256,-0.929487,9.02802,-3.18522,0.169821,-0.161185,-0.0359589
40992,0.003524256,-0.800285,9.15879,-3.19831,0.323111,-0.345816,0.716688
40993,0.003524256,-0.80442,8.98154,-3.22076,-0.144726,-0.185148,-0.0313248
40994,0.003524256,-0.831435,9.0942,-3.22988,-0.443882,-0.130709,0.531025
40995,0.003524256,-0.824763,9.11036,-3.22908,0.751278,0.122551,0.345684
40996,0.003524256,-0.797197,9.08818,-3.1868,0.243808,0.0770696,0.667044
40997,0.003524256,-0.952904,9.05666,-3.18773,0.186304,-0.314428,0.440746
40998,0.003524256,-0.77656,9.14911,-3.33857,0.231753,-0.285318,-0.198697
40999,0.003524256,-0.816155,9.04061,-3.29485,0.747889,-0.481,0.592618
41000,0.003524256,-0.836827,9.07904,-3.33916,0.349222,-0.777564,0.617413
41001,0.003524256,-0.895896,9.0967,-3.33052,0.605702,-0.70939,0.028133
41002,0.003524256,-0.869122,9.14685,-3.25497,0.520818,0.0599338,-0.24907
41003,0.003524256,-0.79053,9.12812,-3.30775,-0.00637282,-0.724603,0.715337
41004,0.003524256,-0.852444,9.03146,-3.14598,0.583891,-0.0287723,0.179298
41005,0.003524256,-0.819862,9.19763,-3.3209,0.107493,-0.761648,0.107626
41006,0.003524256,-0.824399,9.09208,-3.34756,0.393823,0.156344,0.179963
41007,0.003524256,-0.866041,8.98852,-3.20359,0.585357,-0.17467,0.468203
41008,0.003524256,-0.806366,9.13469,-3.30716,0.285634,-0.877887,-0.333905
41009,0.003524256,-0.778744,9.14057,-3.25845,-0.466365,-0.611852,0.135196
41010,0.003524256,-0.87066,8.98911,-3.22757,0.188383,-0.14838,-0.311869
41011,0.003524256,-0.901458,9.18957,-3.19846,-0.18506,-0.504555,0.275907
41012,0.003524256,-0.83637,9.18403,-3.18607,0.038313,-0.880624,0.26485
41013,0.003524256,-0.889602,9.20676,-3.33046,0.265742,-0.505857,0.115599
41014,0.003524256,-0.752899,8.97503,-3.18739,0.270636,-0.580263,-0.0514249
41015,0.003524256,-0.887894,9.01993,-3.17473,0.217199,-0.990779,0.219772
41016,0.003524256,-0.817608,9.05775,-3.39228,0.328286,-0.381742,0.104153
41017,0.003524256,-0.782502,9.14419,-3.25437,-0.107274,0.236553,0.236118
41018,0.003524256,-0.841129,9.0369,-3.25347,0.914752,-0.509449,0.530453
41019,0.003524256,-0.80068,9.00818,-3.25261,-0.00449565,-0.980874,-0.171716
41020,0.003524256,-0.832418,8.96731,-3.14255,0.301891,-0.436292,0.334601
41021,0.003524256,-0.8641,9.0,-3.17748,0.714433,-0.136541,0.238492
41022,0.003524256,-0.901317,9.06905,-3.18111,0.481675,-0.678284,-0.392013
41023,0.003524256,-0.840037,9.08709,-3.12874,0.403007,-0.896215,0.414039
41024,0.003524256,-0.796654,9.06424,-3.17195,-0.114893,-0.996493,0.461954
41025,0.003524256,-0.947753,9.04815,-3.25253,0.619359,-0.615467,0.410759
41026,0.003524256,-0.720074,9.10531,-3.29726,0.00203069,-0.608622,-0.259059
41027,0.003524256,-0.933113,9.0423,-3.28707,0.56082,-0.707238,0.426592
41028,0.003524256,-0.891109,9.04868,-3.18231,-0.204669,-0.098279,-0.301614
41029,0.003524256,-0.801725,8.97901,-3.14926,0.182928,-0.783825,0.202559
41030,0.003524256,-0.84011,9.12024,-3.18623,-0.0254499,-0.527686,0.91865
41031,0.003524256,-0.731413,9.10112,-3.32782,-0.136947,-0.773847,0.17911
41032,0.003524256,-0.773708,8.98902,-3.18,0.689363,-0.457009,0.330578
41033,0.003524256,-0.813224,9.10857,-3.19588,0.400568,0.383092,0.123622
41034,0.003524256,-0.885327,9.09781,-3.21826,0.0260973,-0.803998,-0.52213
41035,0.003524256,-0.829539,8.99436,-3.33856,0.0434767,-0.204616,-0.148971
41036,0.003524256,-0.849574,9.10702,-3.2152,0.885492,0.116924,0.115048
41037,0.003524256,-0.898561,9.18223,-3.26944,-0.406381,-0.423066,0.193062
41038,0.003524256,-0.720821,9.04556,-3.29042,0.210312,-0.272313,0.72038
41039,0.003524256,-0.725807,9.13153,-3.25194,-0.315856,-0.388327,0.46529
41040,0.003524256,-0.86642,9.07023,-3.15175,-0.25536,-0.914237,-0.0109675
41041,0.003524256,-0.726395,9.14593,-3.23632,0.100484,0.0491449,0.46671
41042,0.003524256,-0.756196,9.09297,-3.33256,-0.122029,-0.353796,0.72866
41043,0.003524256,-0.867117,9.00642,-3.35028,0.338509,-0.709253,-0.0400739
41044,0.003524256,-0.720139,9.03319,-3.30864,0.635464,-0.355892,-0.0577924
41045,0.003524256,-0.966414,9.14295,-3.22049,0.0595036,-0.815472,0.33633
41046,0.003524256,-0.729168,9.02548,-3.2793,-0.0662915,0.0886955,0.367875
41047,0.003524256,-0.922496,9.01901,-3.20923,0.0298349,-0.557717,0.746155
41048,0.003524256,-0.770805,9.0079,-3.30418,0.428824,0.140153,0.378517
41049,0.003524256,-0.966784,9.11816,-3.16943,0.475691,-0.673674,0.114383
41050,0.003524256,-0.843552,9.16506,-3.22708,0.885341,-0.400982,0.56658
41051,0.003524256,-0.848236,9.11415,-3.28459,0.60814,-1.18607,0.0984269
41052,0.003524256,-0.911367,9.09006,-3.18752,-0.0448085,-0.524959,-0.520885
41053,0.003524256,-0.858685,9.11426,-3.24832,-0.625229,-0.411631,0.53385
41054,0.003524256,-0.956626,9.07082,-3.20344,0.309311,-0.35149,0.743782
41055,0.003524256,-0.83743,9.07518,-3.1017,-0.148265,-0.751082,0.154041
41056,0.003524256,-0.745968,9.09672,-3.14043,-0.0760268,-0.16766,-0.15964
41057,0.003524256,-0.74809,9.07908,-3.32958,0.686292,-0.58408,0.582293
41058,0.003524256,-0.823722,9.11621,-3.32119,0.707714,0.0713997,0.584013
41059,0.003524256,-0.743302,9.10857,-3.35781,0.333474,-0.0899519,0.532888
41060,0.003524256,-0.694614,9.01347,-3.25247,-0.168814,-0.556337,0.185218
41061,0.003524256,-0.920898,9.00413,-3.17871,0.472057,-0.474591,-0.268784
41062,0.003524256,-0.770574,9.04177,-3.14073,0.490547,0.103603,0.32545
41063,0.003524256,-0.736693,9.156,-3.18814,0.24776,0.0259041,-0.0845678
41064,0.003524256,-0.86502,9.1278,-3.21705,0.721297,-0.89529,0.700205
41065,0.003524256,-0.796105,9.15155,-3.21244,-0.567062,-0.379041,0.354391
41066,0.003524256,-0.778409,9.07332,-3.30302,-0.209699,-0.214567,0.862135
41067,0.003524256,-0.802472,9.00023,-3.31664,0.153425,-0.91442,-0.215865
41068,0.003524256,-0.909151,9.08788,-3.37012,0.589235,-0.187207,0.0891031
41069,0.003524256,-0.869608,9.19825,-3.30602,0.0357206,-0.878991,0.512831
41070,0.003524256,-0.921232,9.15604,-3.22742,-0.462807,-0.637142,0.213292
41071,0.003524256,-0.85815,9.12497,-3.32571,-0.251483,-0.346083,0.818534
41072,0.003524256,-0.832144,9.09517,-3.08739,0.111676,-0.625447,-0.139073
41073,0.003524256,-0.809035,9.05081,-3.12475,0.121923,0.0572731,-0.249337
41074,0.003524256,-0.805577,9.12311,-3.11279,0.250416,-0.377963,0.698462
41075,0.003524256,-0.780381,9.17774,-3.35986,0.484358,-0.279137,-0.158867
41076,0.003524256,-0.970687,9.08806,-3.30858,-0.00944839,-0.465373,-0.203043
41077,0.003524256,-0.846977,9.0244,-3.17018,0.769962,0.0733086,-0.0766271
41078,0.003524256,-0.709504,9.06897,-3.20605,0.393049,-0.903943,0.518655
41079,0.003524256,-0.689965,8.97727,-3.24918,0.25032,-0.404289,-0.0215357
41080,0.003524256,-0.752937,9.19368,-3.26796,0.348921,-0.31716,-0.351689
41081,0.003524256,-0.763922,9.16973,-3.33235,-0.353514,-0.447988,0.364627
41082,0.003524256,-0.808126,9.03085,-3.1818,0.0978441,0.307492,-0.244148
41083,0.003524256,-0.696708,9.18522,-3.27464,0.370359,-0.342264,0.256014
41084,0.003524256,-0.827662,8.96115,-3.17854,0.112327,-0.0481973,0.618426
41085,0.003524256,-0.9013,9.2039,-3.1874,-0.123205,-0.8208,0.212062
41086,0.003524256,-0.741071,9.16304,-3.30258,0.673072,-0.213457,0.546379
41087,0.003524256,-0.854824,9.16112,-3.10845,0.597586,-0.565746,0.175172
41088,0.003524256,-0.959242,9.0801,-3.28632,0.163922,-0.616509,0.758461
41089,0.003524256,-0.819534,9.0751,-3.1017,0.662974,-0.371845,0.520556
41090,0.003524256,-0.714833,9.03575,-3.34031,0.135816,-0.756242,-0.121652
41091,0.003524256,-0.878104,8.95539,-3.19579,0.343839,-0.890589,0.0880835
41092,0.003524256,-0.815155,9.15243,-3.19218,-0.0787124,0.0977134,0.763892
41093,0.003524256,-0.948619,9.11114,-3.258,0.206408,-0.881011,0.731935
41094,0.003524256,-0.784724,9.00972,-3.35366,0.203797,-0.460675,0.736194
41095,0.003524256,-0.922877,9.14768,-3.24528,0.200927,-0.988248,0.701515
41096,0.003524256,-0.832533,9.15457,-3.26292,0.0745985,0.424971,-0.111997
41097,0.003524256,-0.843566,9.00659,-3.3558,0.318569,0.108405,0.0166521
41098,0.003524256,-0.718074,9.16641,-3.32118,0.400405,-0.467613,-0.228049
41099,0.003524256,-0.863097,9.06165,-3.39208,-0.0565416,-0.014276,0.240435
41100,0.003524256,-0.741467,9.13798,-3.24237,-0.461822,-0.75143,0.321512
41101,0.003524256,-0.857897,8.99305,-3.27395,0.0272112,-0.833674,-0.424915
41102,0.003524256,-0.880939,9.11655,-3.22075,1.0406,-0.0493407,-0.00752194
41103,0.003524256,-0.861771,9.04763,-3.15363,0.342498,-1.12542,0.523189
41104,0.003524256,-0.863794,9.22824,-3.28604,0.278392,-0.898237,0.394361
41105,0.003524256,-0.913306,9.13932,-3.28713,0.748448,0.119797,-0.0795604
41106,0.003524256,-0.880705,9.15579,-3.16271,0.048408,-0.741311,0.815644
41107,0.003524256,-0.920619,8.94792,-3.16977,0.23625,-0.299273,0.267651
41108,0.003524256,-0.927606,9.00039,-3.27289,-0.0407302,-0.83043,0.539357
41109,0.003524256,-0.758035,9.21277,-3.1922,0.581596,-0.322828,0.175603
41110,0.003524256,-0.744006,9.19495,-3.18164,-0.202803,-0.488794,0.158675
41111,0.003524256,-0.733517,9.04798,-3.19162,0.233851,-0.821681,0.801761
41112,0.003524256,-0.873517,9.09867,-3.27581,0.659063,0.421167,0.281555
41113,0.003524256,-0.838268,8.97998,-3.35823,-0.170936,-0.418412,0.00940247
41114,0.003524256,-0.782836,8.98359,-3.17681,0.644574,-0.512374,0.694767
41115,0.003524256,-0.936318,9.00619,-3.26774,0.154574,0.131673,-0.100932
41116,0.003524256,-0.946664,9.20298,-3.22222,-0.0918585,-0.609662,-0.148073
41117,0.003524256,-0.931155,9.09086,-3.37199,-0.114621,-0.671502,0.00255525
41118,0.003524256,-0.94251,9.0716,-3.2827,0.679054,-0.950699,0.0145855
41119,0.003524256,-0.727943,9.05148,-3.31904,0.142798,-0.0108803,0.737317
41120,0.003524256,-0.791484,9.16815,-3.14649,0.0952931,-0.56085,0.761358
41121,0.003524256,-0.829319,9.17464,-3.17964,0.842802,-0.567702,0.561272
41122,0.003524256,-0.792087,9.09868,-3.29545,0.598734,0.349527,0.562214
41123,0.003524256,-0.816163,9.22329,-3.16703,0.596361,-0.414885,0.0448784
41124,0.003524256,-0.81114,9.0673,-3.15235,0.239579,0.275672,-0.318102
41125,0.003524256,-0.742059,8.95786,-3.24134,0.634167,-0.652022,0.381723
41126,0.003524256,-0.736213,9.18373,-3.27819,0.203437,0.042067,0.588595
41127,0.003524256,-0.882543,9.00005,-3.26992,0.366603,-0.362976,-0.589227
41128,0.003524256,-0.653016,9.0509,-3.23357,0.200983,-0.209415,-0.0663547
41129,0.003524256,-0.851481,9.11366,-3.30735,-0.677611,-0.567025,0.445214
41130,0.003524256,-0.996249,9.06504,-3.15684,0.183755,-0.370882,-0.116955
41131,0.003524256,-0.909375,9.09612,-3.09864,0.468786,-0.0150977,-0.0318197
41132,0.003524256,-0.749125,9.1573,-3.26215,0.054419,0.238118,0.59098
41133,0.003524256,-0.767354,9.13624,-3.28325,-0.236501,-1.02821,0.613939
41134,0.003524256,-0.776066,9.17355,-3.19641,-0.494265,-0.518378,0.401225
41135,0.003524256,-0.915307,9.08642,-3.35182,0.672106,0.0615366,0.0904238
41136,0.003524256,-0.770484,9.19783,-3.31526,-0.31981,-0.647922,0.413288
41137,0.003524256,-0.832299,9.194,-3.15458,0.257956,-1.00082,0.041224
41138,0.003524256,-0.853778,9.02648,-3.3307,0.201106,0.0451718,-0.464382
41139,0.003524256,-0.919961,9.09481,-3.37959,0.0270924,-0.559508,0.630511
41140,0.003524256,-0.818346,9.12144,-3.11288,-0.387282,-0.639326,0.376407
41141,0.003524256,-0.852397,9.18693,-3.16413,0.704798,0.0619083,0.0856537
41142,0.003524256,-0.877026,9.1861,-3.15508,0.524323,-0.95332,0.0417376
41143,0.003524256,-0.756587,9.192,-3.20299,0.722716,-0.150167,0.421361
41144,0.003524256,-0.797044,9.07454,-3.33355,0.688302,-0.447833,-0.5444
41145,0.003524256,-0.858327,9.00079,-3.28555,-0.09293,-0.332173,0.952331
41146,0.003524256,-0.920842,9.10942,-3.34469,0.828952,-0.368643,0.509789
41147,0.003524256,-0.864019,9.16562,-3.18673,0.881379,-0.516569,-0.313425
41148,0.003524256,-0.838143,9.103,-3.20776,0.338152,-1.40612,0.0912271
41149,0.003524256,-0.912377,9.1588,-3.37736,-0.210057,-0.564146,-0.0628502
41150,0.003524256,-0.739769,9.13894,-3.22186,-0.4816,-0.590613,0.560889
41151,0.003524256,-0.962414,9.12682,-3.25539,0.244205,0.310361,0.0661933
41152,0.003524256,-0.741211,9.0482,-3.17578,0.529985,-0.0812798,-0.46989
41153,0.003524256,-0.800596,9.18178,-3.3638,0.094581,-0.381635,0.793475
41154,0.003524256,-0.954373,9.13769,-3.14793,0.129506,-0.59322,-0.366056
41155,0.003524256,-0.777352,9.02764,-3.32381,0.103858,-1.16738,0.467868
41156,0.003524256,-0.656493,9.04142,-3.29955,0.0804658,-0.503071,-0.130558
41157,0.003524256,-0.831783,9.10118,-3.30764,-0.513436,0.252485,0.249134
41158,0.003524256,-0.918209,9.20484,-3.24413,-0.375354,-0.707331,-0.0212034
41159,0.003524256,-0.833981,9.17242,-3.33011,-0.437251,-0.853831,-0.0321885
41160,0.003524256,-0.900495,8.9715,-3.11022,0.085772,-0.08152,0.198832
41161,0.003524256,-0.944664,9.06495,-3.20609,0.127476,-0.56175,-0.608399
41162,0.003524256,-0.904105,9.0024,-3.26519,-0.543249,-0.331668,-0.0758473
41163,0.003524256,-0.921822,8.99015,-3.30532,0.677189,-0.762235,0.293807
41164,0.003524256,-0.853212,9.05536,-3.17684,1.05176,-0.0257641,-0.0620825
41165,0.003524256,-0.917785,9.12181,-3.39931,0.101104,-0.768016,0.38821
41166,0.003524256,-0.837463,9.04682,-3.33748,1.04078,-0.194694,0.150309
41167,0.003524256,-0.946914,9.17424,-3.32402,-0.00171945,-0.137218,0.668098
41168,0.003524256,-0.84778,9.10736,-3.06366,0.493647,-0.545739,-0.0627748
41169,0.003524256,-0.881747,8.94331,-3.2226,0.520998,0.0839109,0.173903
41170,0.003524256,-0.823268,9.15445,-3.10058,0.573479,-0.0958349,-0.0840559
41171,0.003524256,-0.808216,9.05182,-3.17129,-0.184385,0.171088,-0.456298
41172,0.003524256,-0.78925,9.2229,-3.18244,-0.292707,-0.255538,0.281925
41173,0.003524256,-0.764916,9.1901,-3.22028,0.869154,-0.0901922,0.120644
41174,0.003524256,-0.872396,9.07024,-3.3834,-0.221223,-0.799335,-0.147587
41175,0.003524256,-0.816552,9.03871,-3.2413,0.540715,0.511076,0.452699
41176,0.003524256,-0.867009,9.07226,-3.22227,-0.822635,-0.502428,0.211358
41177,0.003524256,-0.939796,9.26062,-3.23592,0.249296,-0.375785,0.195163
41178,0.003524256,-0.838059,9.09839,-3.06747,0.00975008,-0.832564,0.245372
41179,0.003524256,-0.861094,9.16498,-3.19994,-0.0812806,0.43991,0.0321646
41180,0.003524256,-0.833893,9.21088,-3.26521,-0.0260313,-0.813752,0.805494
41181,0.003524256,-0.722831,9.22033,-3.24162,-0.131972,-0.618779,0.121464
41182,0.003524256,-0.922774,9.03004,-3.1841,-0.382174,-0.634968,-0.338583
41183,0.003524256,-0.947652,9.02033,-3.25953,0.513118,-1.05176,0.301651
41184,0.003524256,-0.976097,9.11038,-3.12751,0.40112,-0.132442,0.488951
41185,0.003524256,-0.744958,9.00645,-3.18428,0.756774,-0.534514,0.718705
41186,0.003524256,-0.849213,9.01219,-3.28903,0.368304,-1.26949,0.441746
41187,0.003524256,-0.912688,9.24809,-3.20962,0.44345,-0.0792627,0.142296
41188,0.003524256,-0.930053,9.07144,-3.30112,0.331662,0.415446,0.127728
41189,0.003524256,-0.874823,9.04147,-3.31819,-0.0401712,-1.1625,0.588397
41190,0.003524256,-0.750869,9.0234,-3.28542,0.995827,-0.742467,0.328069
41191,0.003524256,-0.802756,9.14665,-3.09574,-0.0355072,-0.300241,-0.296243
41192,0.003524256,-0.824284,9.13141,-3.23402,0.938708,0.320057,0.185006
41193,0.003524256,-0.878246,9.22957,-3.2463,-0.0969474,-0.531021,0.772527
41194,0.003524256,-0.762995,9.12975,-3.38785,0.492631,0.126945,0.308989
41195,0.003524256,-0.757928,9.14082,-3.28149,0.568836,0.248056,0.689577
41196,0.003524256,-1.01217,9.07813,-3.29026,0.0729657,-0.077194,-0.00538485
41197,0.003524256,-0.896238,8.99799,-3.10298,-0.222709,-0.668544,0.376865
41198,0.003524256,-0.731958,8.94707,-3.27576,0.490361,0.0014922,0.343532
41199,0.003524256,-0.846198,9.18061,-3.30178,0.905401,0.10178,0.351766
41200,0.003524256,-0.821751,9.11327,-3.39222,-0.0992267,0.113936,-0.186834
41201,0.003524256,-0.785302,9.1139,-3.24598,-0.334003,-0.928315,0.888246
41202,0.003524256,-0.926052,9.00155,-3.21684,-0.538461,-0.637899,0.162979
41203,0.003524256,-0.909559,8.94676,-3.18452,0.166048,-0.00610033,-0.156137
41204,0.003524256,-0.821387,9.20033,-3.18621,0.513653,-0.27854,0.870166
41205,0.003524256,-0.943918,9.13421,-3.20451,0.61153,-0.364373,-0.548738
41206,0.003524256,-1.00002,9.0364,-3.13566,0.332232,-0.492677,0.384861
41207,0.003524256,-0.782656,9.21556,-3.21262,-0.11384,-0.0863076,0.69337
41208,0.003524256,-0.763571,9.1732,-3.11497,0.246859,-0.677882,-0.206117
41209,0.003524256,-0.874586,8.98221,-3.37447,0.200287,-0.835947,0.310355
41210,0.003524256,-0.73452,9.04496,-3.31097,0.0617622,0.174899,0.762681
41211,0.003524256,-0.873639,8.98063,-3.29348,0.214939,-0.381304,0.962594
41212,0.003524256,-0.852039,9.08108,-3.0692,0.62856,-0.657915,-0.0732868
41213,0.003524256,-0.907355,9.05085,-3.20705,0.137356,0.258983,-0.504619
41214,0.003524256,-0.78444,9.08964,-3.33253,1.11639,-0.278352,0.331038
41215,0.003524256,-1.013,9.15311,-3.2772,0.557632,-0.595892,0.314101
49152,0.01995136,1.71714,-18.9452,6.84262,-1.03399,1.09698,-0.235465
49153,0.01995136,1.71956,-18.9205,6.78719,-1.30815,0.920252,0.185326
49154,0.01995136,1.79889,-18.9028,6.72015,-0.570133,0.177876,0.057813
49155,0.01995136,1.62942,-18.9926,6.9029,-0.747836,1.6056,-0.215175
49156,0.01995136,1.63062,-18.9849,7.00771,-0.936023,0.618574,-0.606181
49157,0.01995136,1.97517,-18.9653,6.76694,0.357851,0.951792,-0.451607
49158,0.01995136,1.73155,-18.9217,6.73662,-1.57145,0.328994,-0.679829
49159,0.01995136,1.65001,-18.7722,6.6798,-0.796367,0.751525,-0.726448
49160,0.01995136,1.83137,-19.3758,6.7801,-0.591012,1.04442,-0.228047
49161,0.01995136,1.49318,-19.1243,6.7613,-0.444712,0.191521,0.0968343
49162,0.01995136,1.63221,-19.3059,6.86055,-0.648424,1.43845,-0.11483
49163,0.01995136,1.52724,-18.8935,6.73706,0.00865927,1.51134,-0.598942
49164,0.01995136,1.77528,-19.0082,6.76514,-1.57279,-0.245237,-0.273828
49165,0.01995136,2.02679,-18.9464,6.86709,-0.0930374,1.23936,0.118772
49166,0.01995136,1.89053,-18.8222,6.7331,-0.732782,0.0249768,-0.697933
49167,0.01995136,1.87472,-19.0735,6.82506,-0.962842,-0.286018,-1.06449
49168,0.01995136,2.05369,-19.0703,6.58005,-0.20991,1.02516,-0.258445
49169,0.01995136,1.45739,-18.9961,6.97913,0.00499314,0.634069,-0.0826081
49170,0.01995136,1.81552,-19.4237,6.82471,-0.774696,0.896487,-0.111129
49171,0.01995136,1.81487,-18.7378,6.91923,-0.223462,0.622559,-0.99566
49172,0.01995136,1.89788,-19.1317,6.58618,-1.29596,0.838335,-0.262492
49173,0.01995136,1.69543,-19.4264,6.86185,-0.941689,1.01001,-0.40112
49174,0.01995136,1.54684,-19.2136,6.61931,-0.203849,0.0408564,-0.356231
49175,0.01995136,1.44778,-18.9291,6.99012,-0.0964612,0.470315,0.00546643
49176,0.01995136,1.41392,-18.8716,6.55938,-0.359216,0.600417,-0.414226
49177,0.01995136,1.64722,-19.1557,6.6698,-1.42365,0.906275,0.545068
49178,0.01995136,2.10683,-19.2147,6.77834,-1.04593,1.0712,0.0263505
49179,0.01995136,1.63081,-19.388,6.54844,-0.673338,0.690399,-0.0536636
49180,0.01995136,1.61384,-19.2755,6.87173,-0.0437627,1.93768,-0.493567
49181,0.01995136,1.47865,-18.9619,6.8451,-0.966668,1.42644,-1.25112
49182,0.01995136,2.11662,-19.2705,6.87473,-0.750153,0.28602,-0.294155
49183,0.01995136,1.75742,-18.9747,6.90224,0.704751,1.74919,-1.19472
49184,0.01995136,1.99911,-19.3983,6.78317,-0.774861,1.12323,0.232632
49185,0.01995136,1.78425,-18.8958,7.0564,0.0953767,1.46171,0.32218
49186,0.01995136,1.33946,-19.2797,6.98155,-0.676085,0.805747,-0.72625
49187,0.01995136,1.94403,-18.8375,7.08529,-0.0893588,1.31523,0.132196
49188,0.01995136,1.55423,-19.5075,6.63959,-0.863984,0.683756,-0.36244
49189,0.01995136,1.43559,-19.2824,6.49409,-0.0601949,1.12263,-0.55627
49190,0.01995136,1.89326,-19.4864,6.94387,-0.665981,0.27873,-0.281249
49191,0.01995136,1.42775,-18.7331,6.71559,0.348304,1.09572,-0.437586
49192,0.01995136,2.03267,-18.6736,7.05143,-0.0542159,0.990619,-0.15235
49193,0.01995136,1.80165,-19.1071,6.47092,-1.20193,0.202587,-0.245532
49194,0.01995136,1.80682,-19.4275,7.00262,-0.62403,0.991018,0.3802
49195,0.01995136,1.86964,-18.9465,6.98748,-1.06063,2.04204,-0.172177
49196,0.01995136,1.99786,-19.1571,6.76819,-1.58078,0.190731,-0.476059
49197,0.01995136,1.58292,-19.4893,6.68665,-0.400834,0.922499,0.357649
49198,0.01995136,1.93538,-18.8563,6.99334,0.483775,0.285847,0.00225106
49199,0.01995136,1.59325,-19.3937,6.78602,-0.256179,1.74837,0.196107
49200,0.01995136,1.37965,-19.0539,6.58176,-0.611361,1.73273,-0.464385
49201,0.01995136,1.70257,-18.728,6.62142,-0.688423,1.88111,-0.037169
49202,0.01995136,1.38001,-19.0704,6.67775,-1.47059,1.11254,-0.407542
49203,0.01995136,1.69441,-18.5949,6.49159,-0.322153,1.35417,-0.544044
49204,0.01995136,1.69177,-19.0237,6.77008,1.13666,-0.254588,-0.255462
49205,0.01995136,2.01835,-19.1719,7.03317,-0.737544,1.82807,-0.465164
49206,0.01995136,1.76255,-19.1459,6.73455,-0.272335,2.33254,0.630059
49207,0.01995136,1.48038,-18.7546,6.81102,-1.32468,1.15324,-0.997429
49208,0.01995136,1.97203,-19.0276,6.49525,-1.30137,0.46671,-0.798473
49209,0.01995136,1.68507,-18.8933,6.62896,-1.59244,0.267072,-1.10168
49210,0.01995136,1.63869,-18.9353,7.08733,-1.131,0.591101,-1.2885
49211,0.01995136,2.0371,-19.3535,7.21295,-0.212243,1.0255,-0.66232
49212,0.01995136,1.45887,-18.8817,7.15084,-0.0129074,0.256019,-0.0784093
49213,0.01995136,1.26162,-18.8699,6.84766,-0.177022,1.7063,-0.325575
49214,0.01995136,2.1674,-19.1255,6.58758,0.368266,0.629504,-0.740261
49215,0.01995136,1.52956,-18.7409,7.14974,-0.511773,0.861905,-1.14393
49216,0.01995136,1.65693,-19.4272,6.60796,0.351111,0.717599,-1.01395
49217,0.01995136,1.52013,-19.0489,6.52505,-0.281932,0.659357,0.779688
49218,0.01995136,2.07525,-19.0041,6.87722,0.848091,0.75807,-0.143694
49219,0.01995136,1.32177,-18.5811,6.85175,-0.112982,1.02856,0.187637
49220,0.01995136,1.55909,-19.1476,6.51458,0.265128,1.51554,-1.08594
49221,0.01995136,1.80173,-19.6077,6.73204,-0.673025,0.296538,0.174163
49222,0.01995136,1.92567,-19.3443,6.31191,-0.0896632,0.875823,-0.813808
49223,0.01995136,1.75185,-19.1856,6.53914,0.811814,0.84777,0.198178
49224,0.01995136,2.12752,-18.9624,6.58292,-0.834045,0.0976456,-1.00861
49225,0.01995136,1.55867,-19.0502,7.29875,0.0996988,1.01656,0.138565
49226,0.01995136,1.28112,-18.9429,7.17064,-1.01129,1.12932,-0.585374
49227,0.01995136,1.52198,-18.9213,7.08364,0.622176,1.27021,0.032796
49228,0.01995136,2.08368,-18.962,6.97505,-0.250364,1.6284,0.573086
49229,0.01995136,1.79921,-18.5547,6.77036,-0.630706,1.51736,-1.21578
49230,0.01995136,1.63685,-18.8812,7.14878,-0.660144,0.0810678,-1.17907
49231,0.01995136,1.51034,-19.3619,6.92363,-0.555414,1.63994,0.521457
