,m,x,y,z,vx,vy,vz
16520,0.0033448,-0.907292,9.14773,-3.46026,1.11897,-1.04105,-0.171894
16521,0.0033448,-0.825063,9.35543,-3.4566,0.568096,-0.944526,-0.0794922
16522,0.0033448,-0.950721,9.0893,-3.02196,-0.599599,0.250887,-0.262054
16523,0.0033448,-0.70983,9.2275,-3.44171,0.501518,-1.39666,-0.00323738
16524,0.0033448,-0.597211,9.04946,-3.25831,0.742915,-0.855357,1.12626
16525,0.0033448,-0.938877,9.17846,-3.44003,0.48175,-0.963083,-0.814882
16526,0.0033448,-0.682841,8.84256,-3.25269,-0.181896,-0.867159,0.947638
16527,0.0033448,-0.920444,8.99334,-3.03665,-0.732062,-0.227086,-0.515874
16528,0.0033448,-0.979663,9.09024,-3.2922,-0.214854,-1.59035,-0.535267
16529,0.0033448,-0.672249,8.97755,-3.4377,0.137687,-1.23502,0.814048
16530,0.0033448,-0.975054,9.15263,-3.36211,1.37839,-0.284184,-0.445185
16531,0.0033448,-1.08787,8.91689,-3.20212,-0.242915,0.249618,0.32972
16532,0.0033448,-0.839773,9.19252,-3.17905,0.586305,-0.279406,-1.27592
16533,0.0033448,-0.564275,9.08474,-3.32401,1.1111,-0.63664,0.629716
16534,0.0033448,-1.02952,9.25328,-3.36196,0.583488,-0.293935,-0.786401
16535,0.0033448,-0.599141,8.99097,-3.17627,-0.0108015,-0.570403,1.26253
16536,0.0033448,-0.763283,9.16184,-3.41767,1.43971,-0.357037,-0.318409
16537,0.0033448,-0.640932,8.84858,-3.31226,-0.365556,-1.04326,0.364897
16538,0.0033448,-0.930373,8.9266,-3.0126,-0.735061,-0.2121,-0.0229107
16539,0.0033448,-0.908898,8.9377,-3.17209,-0.62629,-1.00121,-0.726234
16540,0.0033448,-0.730874,8.85428,-3.26207,-0.618215,-0.731195,0.856898
16541,0.0033448,-0.799796,9.08436,-2.91351,0.0517444,0.349445,0.157841
16542,0.0033448,-0.798306,8.84654,-3.2294,-0.578405,-0.256344,1.00426
16543,0.0033448,-1.10567,9.12641,-3.08432,0.612741,0.352872,-0.143635
16544,0.0033448,-1.02583,8.90846,-3.15291,-0.302059,0.46188,0.0811026
16545,0.0033448,-0.985066,9.0934,-3.03964,0.54372,0.410554,-0.605938
16546,0.0033448,-0.847485,9.07989,-2.99369,-0.85746,-0.356673,-0.33229
16547,0.0033448,-0.97492,9.32006,-3.32181,1.00622,-0.886532,-0.355971
16548,0.0033448,-0.913784,8.87661,-3.41781,-0.036725,0.157482,0.878298
16549,0.0033448,-1.05562,9.23937,-3.3647,0.903044,0.105518,-0.400122
16550,0.0033448,-0.992662,9.2221,-3.14481,0.0916058,0.745265,-0.321902
16551,0.0033448,-1.05407,9.06615,-3.1998,-0.258424,0.171994,-0.857181
16552,0.0033448,-1.03731,9.14159,-3.04617,-0.360942,-0.320325,-0.727373
16553,0.0033448,-0.711775,9.10699,-3.51891,1.18952,-0.69326,0.169658
16554,0.0033448,-1.05736,9.26583,-3.38678,0.302661,-0.672429,-0.740623
16555,0.0033448,-0.733105,8.93273,-3.05079,-0.113267,0.0614065,1.20263
16556,0.0033448,-1.16194,9.23547,-3.35063,0.558344,-0.172533,-0.367864
16557,0.0033448,-0.62912,9.08457,-3.4715,1.03946,-0.84419,0.598884
16558,0.0033448,-1.01799,8.8603,-3.19006,-0.261148,0.349208,-0.144257
16559,0.0033448,-0.76887,8.9079,-3.07365,-0.884593,-0.937198,0.311931
16560,0.0033448,-1.03993,9.21289,-3.20954,-0.153745,0.336271,-0.76846
16561,0.0033448,-0.966871,9.14295,-3.27138,0.531086,-0.942676,-1.22771
16562,0.0033448,-1.02733,9.04542,-3.046,-0.448413,0.165746,-0.548432
16563,0.0033448,-1.04217,9.09871,-3.09518,0.434428,0.634391,-0.422234
16564,0.0033448,-1.00823,9.21458,-3.31742,0.853588,-0.0185791,-0.905562
16565,0.0033448,-0.622694,8.91379,-3.43473,0.513223,-0.654917,0.99756
16566,0.0033448,-1.09642,9.1621,-3.38206,0.32966,0.177219,-0.642398
16567,0.0033448,-0.873046,8.77315,-3.42272,0.623256,-0.324105,0.529231
16568,0.0033448,-0.774921,8.9254,-3.04077,-0.733002,0.164693,0.663586
16569,0.0033448,-0.923686,8.75848,-3.17872,-0.4501,-0.0605871,0.165325
16570,0.0033448,-0.980346,9.0833,-3.52031,1.11833,-0.17539,0.326478
16571,0.0033448,-1.11109,9.13437,-3.21874,-0.104718,-0.44261,-0.91643
16572,0.0033448,-1.09107,9.22704,-3.26097,0.71017,0.205879,-0.601329
16573,0.0033448,-0.537,9.21984,-3.35776,0.68709,-0.792682,0.758872
16574,0.0033448,-0.780109,9.12829,-3.42837,1.5792,-0.799646,0.0373099
16575,0.0033448,-0.702594,8.94393,-3.03311,-0.8238,-0.881843,0.323845
16576,0.0033448,-0.567322,8.96709,-3.19409,-0.446761,-0.930704,0.907262
16577,0.0033448,-1.06022,9.27439,-3.42005,0.25354,-0.176389,-0.720292
16578,0.0033448,-0.939181,9.23873,-3.31968,0.41834,-0.635861,-1.21851
16579,0.0033448,-0.773908,8.92943,-2.97709,-0.814608,-0.637407,0.213667
16580,0.0033448,-0.982399,9.16475,-3.28454,1.01798,0.450137,-0.759571
16581,0.0033448,-0.916897,9.45834,-3.37366,0.672208,-0.37392,-0.146968
16582,0.0033448,-1.07019,9.21504,-3.16175,-0.274026,-0.0672484,-0.83945
16583,0.0033448,-0.759163,9.21466,-3.49662,0.768513,-0.738688,-0.75594
16584,0.0033448,-0.647014,9.00318,-3.35758,-0.228198,-1.66638,0.332824
16585,0.0033448,-1.07946,9.01783,-3.12315,0.019648,0.394158,-0.631751
16586,0.0033448,-1.03736,9.26277,-3.13853,0.552892,-0.306504,-0.90521
16587,0.0033448,-0.673975,9.20535,-3.43955,1.09466,-0.929716,0.780506
16588,0.0033448,-0.575636,8.83257,-3.23068,0.0992408,-0.806825,0.955415
16589,0.0033448,-0.817676,9.03262,-3.45912,0.849048,-1.53279,-0.208637
16590,0.0033448,-0.72143,8.98922,-2.98171,-0.60808,0.361513,0.317947
16591,0.0033448,-0.69813,9.41009,-3.12497,0.84566,-0.409911,0.133706
16592,0.0033448,-0.53412,9.07886,-3.33648,0.493994,-0.760023,1.19013
16593,0.0033448,-1.01787,9.03053,-2.92848,-0.280844,0.204554,-0.288466
16594,0.0033448,-0.737859,9.34146,-3.52664,0.694753,-0.93104,-0.16738
16595,0.0033448,-0.848154,8.81916,-3.03162,-0.571063,0.207608,0.293017
16596,0.0033448,-0.495744,9.06897,-3.16223,0.641641,-1.1025,0.648529
16597,0.0033448,-0.778574,8.96386,-3.43612,0.923621,-1.35977,0.798115
16598,0.0033448,-0.843667,9.07151,-2.99422,-0.742995,0.485421,-0.0598051
16599,0.0033448,-0.724273,8.92248,-3.45432,0.435105,-1.02001,1.14408
16600,0.0033448,-1.07543,9.05506,-3.15117,-0.361006,0.308131,-0.745574
16601,0.0033448,-1.10348,9.29348,-3.18258,0.241864,0.337785,-0.512217
16602,0.0033448,-0.951818,9.16676,-3.03564,0.404603,0.841768,-0.204631
16603,0.0033448,-0.877792,9.40113,-3.08429,0.655841,-0.0775875,-0.433891
16604,0.0033448,-1.01719,9.16897,-3.10703,-0.125262,0.254126,-0.976439
16605,0.0033448,-0.555726,9.11803,-3.45004,0.793256,-0.841388,0.896517
16606,0.0033448,-0.90165,9.25766,-3.11669,-0.0058959,-1.16119,-0.967107
16607,0.0033448,-0.937469,9.19458,-2.94757,-0.111161,0.0808046,-0.663626
16608,0.0033448,-1.14097,8.9586,-3.09167,-0.415748,-0.494153,-0.467741
16609,0.0033448,-1.03883,9.26957,-3.1113,0.452502,0.698498,-0.0854733
16610,0.0033448,-0.773651,8.87417,-3.10322,-0.665311,-0.263071,1.16194
16611,0.0033448,-0.976864,9.13469,-3.25809,1.49096,0.35128,-0.495303
16612,0.0033448,-1.00477,9.22717,-3.32892,0.0550084,0.27165,-1.05021
16613,0.0033448,-0.716823,9.19467,-3.02204,-0.76438,-1.09401,-0.0253264
16614,0.0033448,-0.89993,9.19655,-3.09207,-0.362788,-0.0763147,-1.16061
16615,0.0033448,-0.683974,8.70498,-3.11883,-0.103956,-0.505751,0.731896
16616,0.0033448,-1.01851,9.02168,-2.97951,-0.783335,0.0979166,0.0323984
16617,0.0033448,-0.988702,9.06671,-2.92902,-0.180579,0.548673,0.250585
16618,0.0033448,-0.62668,8.84317,-3.11814,-0.45052,-0.725062,0.966105
16619,0.0033448,-0.991294,9.24414,-2.97943,-0.568465,-0.192745,-0.426443
16620,0.0033448,-0.587782,9.31808,-3.46208,0.835685,-0.814434,0.381948
16621,0.0033448,-0.745107,8.98446,-3.144,-0.175217,0.831919,1.13819
16622,0.0033448,-0.527958,8.78722,-3.27008,0.423198,-0.449729,0.854756
16623,0.0033448,-1.01847,9.20826,-3.3289,0.545068,0.720345,-0.633192
16624,0.0033448,-0.584032,9.12616,-3.48766,0.863145,-1.07417,0.689557
16625,0.0033448,-0.682267,8.80664,-3.0624,-0.709241,-0.663787,0.489666
16626,0.0033448,-0.800537,8.75632,-3.03256,-0.589959,-0.451284,0.496775
16627,0.0033448,-0.618621,9.0269,-3.60587,0.591307,-0.658233,0.758013
16628,0.0033448,-1.03158,9.27309,-3.18424,0.265584,0.664308,-0.552702
16629,0.0033448,-1.264,9.16973,-3.25186,0.362477,4.06802e-05,-0.330757
16630,0.0033448,-0.569925,9.30877,-3.12392,0.484664,-0.592224,0.938938
16631,0.0033448,-0.533235,9.0971,-3.28936,0.897332,-1.20874,0.760575
16632,0.0033448,-0.593422,8.8716,-3.31957,-0.256954,-0.106161,1.15953
16633,0.0033448,-0.797377,8.82301,-3.17613,-1.06258,-0.243,0.107655
16634,0.0033448,-1.0117,9.27419,-3.16173,-0.204438,0.514019,-0.669458
16635,0.0033448,-0.992037,8.96978,-3.35714,0.466543,-1.13635,-0.981231
16636,0.0033448,-0.982529,9.37855,-3.15519,0.457557,0.0222946,-0.747466
16637,0.0033448,-0.788172,9.05713,-3.08844,0.905292,1.03619,0.498724
16638,0.0033448,-0.86319,9.20736,-3.50741,1.42271,-0.546281,-0.226598
16639,0.0033448,-0.515832,9.008,-3.32503,0.725954,-0.458708,1.19703
16640,0.0033448,-0.733262,9.14725,-3.62337,0.958014,-0.897953,0.366092
16641,0.0033448,-0.569871,9.0011,-3.44697,0.539542,-1.41724,0.549521
16642,0.0033448,-0.656516,8.77796,-3.31439,0.184448,-1.24048,0.712197
16643,0.0033448,-1.08713,9.02267,-3.28782,0.49495,0.154732,-0.975588
16644,0.0033448,-0.912347,9.32673,-3.2677,1.39491,0.19936,-0.186751
16645,0.0033448,-1.05754,9.33224,-3.32155,0.760031,-0.847942,-0.711618
16646,0.0033448,-0.555591,9.2056,-3.00723,-0.358213,-0.642884,0.721338
16647,0.0033448,-0.748788,8.88581,-3.18647,-1.1717,0.0803414,0.465755
16648,0.0033448,-1.04373,9.07535,-2.97802,-0.101787,0.0294179,-0.846689
16649,0.0033448,-0.71811,8.95529,-3.02994,-0.0943867,0.0777611,1.41052
16650,0.0033448,-0.879309,8.70799,-3.14041,-0.623832,-0.447242,0.0943341
16651,0.0033448,-0.771329,9.35182,-3.57139,0.741881,-0.416369,-0.460433
16652,0.0033448,-0.488732,9.00059,-3.18534,0.0304374,-0.706436,1.19664
16653,0.0033448,-1.09825,9.19459,-3.00083,-0.402213,-0.132107,-0.611786
16654,0.0033448,-1.06638,9.28169,-3.06854,0.498199,0.499424,-0.380818
16655,0.0033448,-0.949605,8.7781,-3.0672,-0.610516,0.12771,0.146821
16656,0.0033448,-1.02544,9.31677,-3.20902,1.4055,-0.0585259,-0.0850766
16657,0.0033448,-0.542141,8.93997,-3.24514,0.743075,-0.390142,1.28134
16658,0.0033448,-0.745918,8.81583,-3.46304,1.17403,-0.304604,0.373898
16659,0.0033448,-0.976444,9.14443,-3.63917,0.598837,-0.969791,-0.228072
16660,0.0033448,-0.97598,9.30582,-3.21795,0.405901,-1.16989,-0.977145
16661,0.0033448,-0.696839,8.79446,-3.41715,0.210075,-1.23397,0.73341
16662,0.0033448,-0.664998,9.02691,-3.34711,-0.353455,-1.86854,0.438744
16663,0.0033448,-0.635289,9.05745,-3.03882,0.227969,0.519788,1.10523
16664,0.0033448,-0.947501,9.36336,-3.40304,1.29322,-0.031276,-0.0777107
16665,0.0033448,-0.809503,8.7585,-3.12529,-0.426375,0.0792826,0.925476
16666,0.0033448,-0.902665,8.84618,-3.04638,-0.751289,0.352373,0.309755
16667,0.0033448,-1.03795,9.00048,-2.94917,-0.612518,0.188235,-0.243848
16668,0.0033448,-1.1433,9.32384,-3.20622,0.188452,0.0741301,-0.716659
16669,0.0033448,-1.19831,9.24171,-3.20819,-0.193998,-0.0244163,-0.658837
16670,0.0033448,-0.660355,9.14387,-3.5123,1.37206,-0.87044,0.198123
16671,0.0033448,-0.918374,9.40557,-3.39827,1.10445,-0.356572,-0.433625
16672,0.0033448,-0.70089,9.15881,-2.93609,-0.524721,0.165155,0.746986
16673,0.0033448,-1.0327,8.93525,-2.97712,-0.604844,-0.44353,-0.576196
16674,0.0033448,-0.564971,9.10806,-3.51563,0.969791,-0.945755,0.704647
16675,0.0033448,-1.1211,9.1851,-3.09366,0.218303,-0.524382,-1.02793
16676,0.0033448,-1.00937,8.87142,-2.94745,-0.27479,0.314914,-0.236126
16677,0.0033448,-0.821257,8.96572,-2.94854,-0.879376,0.218892,0.425941
16678,0.0033448,-0.714475,8.83773,-3.05328,-0.870013,-0.651249,0.729649
16679,0.0033448,-1.1247,9.12693,-2.98996,-0.313824,0.51691,0.129285
16680,0.0033448,-0.572942,9.13487,-3.50347,0.565378,-1.07744,1.00832
16681,0.0033448,-0.647814,9.27948,-3.3614,1.25378,-1.20957,0.248045
16682,0.0033448,-0.684274,9.09509,-3.56188,1.19546,-1.05348,0.151743
16683,0.0033448,-0.82379,8.84601,-3.51515,0.613427,-0.200948,1.09444
16684,0.0033448,-0.791643,9.01564,-2.89173,-0.605538,0.28971,-0.215028
16685,0.0033448,-1.05286,9.40231,-3.22244,0.588003,0.121482,-0.645599
16686,0.0033448,-0.494925,8.8864,-3.4434,-0.208919,-0.749398,0.892146
16687,0.0033448,-0.885766,9.21241,-3.47694,1.40578,-0.705394,-0.594862
16688,0.0033448,-1.15007,9.24373,-2.9989,-0.0343056,-0.147793,-0.685863
16689,0.0033448,-1.01082,8.8903,-3.12044,-0.951452,0.0954766,-0.28443
16690,0.0033448,-1.16762,9.12004,-2.9166,-0.35638,0.138291,-0.025179
16691,0.0033448,-0.655183,8.84896,-3.03578,-0.86777,-0.635054,0.621206
16692,0.0033448,-0.420427,9.14863,-3.4021,0.604759,-0.689346,0.874824
16693,0.0033448,-1.03278,9.01699,-3.58384,0.553575,-1.24204,-0.0102602
16694,0.0033448,-0.744083,8.81598,-2.92578,-0.697864,-0.769643,0.229351
16695,0.0033448,-1.08015,8.98388,-3.18133,-0.511,0.75867,-0.151696
16696,0.0033448,-1.12703,9.1889,-3.09219,0.885515,-0.187504,-0.836308
16697,0.0033448,-0.548933,9.41515,-3.34992,0.557827,-1.04212,0.25425
16698,0.0033448,-0.746547,8.89683,-3.47501,0.683333,-1.56924,0.411693
16699,0.0033448,-0.810411,9.05262,-3.51583,1.17116,-1.4238,0.42457
16700,0.0033448,-1.08083,9.07989,-3.09971,0.345208,0.807757,-0.541823
16701,0.0033448,-0.593591,9.08953,-3.60062,1.03334,-0.782656,0.521397
16702,0.0033448,-0.550772,9.0484,-3.42571,0.437984,-1.63054,0.459081
16703,0.0033448,-1.07691,9.01658,-2.97977,-0.691118,-0.311992,-0.604881
16704,0.0033448,-0.818982,8.81115,-2.92805,-0.357433,0.323947,0.61885
16705,0.0033448,-0.561366,9.03673,-3.06009,-0.713017,-1.08283,0.717254
16706,0.0033448,-1.01378,9.04126,-2.80814,-0.594644,-0.38615,-0.0147113
16707,0.0033448,-0.422423,9.09937,-3.18592,-0.0981275,-0.482745,1.0975
16708,0.0033448,-1.09568,9.27811,-3.38408,0.414795,-0.0417465,-0.991858
16709,0.0033448,-1.14809,9.09694,-3.23195,0.166146,0.742808,-0.498734
16710,0.0033448,-1.12011,9.09095,-3.32671,0.642236,0.76853,-0.367468
16711,0.0033448,-0.940496,9.09548,-3.10229,1.04749,1.09057,0.398095
16712,0.0033448,-1.07896,8.99958,-2.88637,-0.673657,-0.139443,-0.120538
16713,0.0033448,-0.602259,8.87669,-3.30952,-0.707808,-1.32797,0.529103
16714,0.0033448,-0.471519,9.13197,-3.5388,0.884532,-0.944981,0.281122
16715,0.0033448,-0.565715,9.05642,-3.40645,0.366504,-1.56319,0.907256
16716,0.0033448,-0.794724,8.96963,-2.90274,-0.913239,-0.844323,0.373511
16717,0.0033448,-1.27526,9.26217,-3.18242,0.241902,-0.0732655,-0.592547
16718,0.0033448,-1.12709,9.20046,-3.01205,-0.0828527,-0.394411,-0.924072
16719,0.0033448,-0.560006,8.93625,-3.10825,-0.510435,-0.917398,1.13946
16720,0.0033448,-0.847996,8.95308,-2.90425,-0.455043,0.627238,0.215405
16721,0.0033448,-1.07132,9.37695,-3.21915,0.676165,0.117614,-0.757118
16722,0.0033448,-0.620306,9.05093,-3.49849,0.873077,-1.36089,0.818176
16723,0.0033448,-1.10884,9.29614,-3.37839,1.03281,-0.17481,-0.685528
16724,0.0033448,-0.811724,9.48108,-3.49929,0.765509,-1.02126,0.183614
16725,0.0033448,-0.930808,9.15372,-2.92529,-0.423427,0.481313,-0.486801
16726,0.0033448,-1.02934,9.26156,-3.5059,0.931774,-0.547727,-0.788276
16727,0.0033448,-0.617797,9.30869,-3.46629,1.34678,-0.543115,0.0503664
16728,0.0033448,-0.525406,8.82145,-3.26482,0.18304,-0.734193,1.24124
16729,0.0033448,-0.76683,9.16976,-3.56117,1.46407,-0.744388,-0.143428
16730,0.0033448,-0.96109,8.8344,-3.07182,-0.900357,-0.159581,-0.473324
16731,0.0033448,-1.25961,9.10515,-3.05155,-0.519128,-0.450141,-0.379303
16732,0.0033448,-0.604562,8.94139,-3.29006,0.360401,-1.19824,1.46407
16733,0.0033448,-0.923823,9.36438,-3.02147,0.398897,-0.223294,-0.933387
16734,0.0033448,-0.836306,9.13448,-2.8377,-0.143541,0.285725,0.879166
16735,0.0033448,-0.855522,8.72337,-2.96547,-0.451733,-0.0796007,0.728026
16736,0.0033448,-1.30583,9.25208,-3.18762,0.676314,0.0340862,-0.293917
16737,0.0033448,-0.648964,8.85834,-2.89548,-0.581327,0.104775,0.407509
16738,0.0033448,-0.992177,9.3543,-3.47902,1.14238,-0.264989,-0.533267
16739,0.0033448,-1.1115,9.3416,-3.25782,0.746736,-0.451126,-0.911519
16740,0.0033448,-0.92578,8.94865,-2.89516,-0.431294,0.248259,-0.597968
16741,0.0033448,-1.1308,9.17194,-3.18814,0.115656,0.324496,-1.02854
16742,0.0033448,-0.515385,8.82499,-3.11273,-0.324844,-1.12878,0.764576
16743,0.0033448,-0.567881,9.40619,-3.49625,0.838312,-0.417781,-0.292266
16744,0.0033448,-1.2217,9.14928,-3.16458,0.257657,-0.147643,-0.941924
16745,0.0033448,-1.0595,8.9185,-2.84598,-0.294592,0.309401,0.0466598
16746,0.0033448,-0.745755,9.26524,-3.57189,1.29475,-0.685194,-0.313762
16747,0.0033448,-1.01724,9.35729,-3.30956,0.875569,-0.0901149,-0.960862
16748,0.0033448,-1.10901,9.38525,-3.40849,0.411943,-0.230142,-0.85119
16749,0.0033448,-0.762121,8.90167,-2.82789,-0.742332,-0.166484,0.263303
16750,0.0033448,-1.05105,9.19155,-3.0661,-0.724158,-0.459135,-0.952545
16751,0.0033448,-0.567743,9.03359,-3.27082,-0.287193,-1.83676,0.493231
16752,0.0033448,-0.540884,9.41243,-3.19246,0.763437,-0.906325,0.610268
16753,0.0033448,-1.04609,8.7711,-3.20159,-0.738174,0.11816,-0.052989
16754,0.0033448,-0.511514,9.11673,-3.37601,0.303131,-1.13636,1.27948
16755,0.0033448,-0.590176,9.07416,-3.5196,0.2755,-1.61232,0.625431
16756,0.0033448,-0.928633,8.95157,-2.97942,-0.174062,0.968998,-0.0373175
16757,0.0033448,-1.28071,9.16956,-3.05891,0.0981547,0.0356001,-0.597291
16758,0.0033448,-0.667337,9.14619,-3.53145,0.53769,-1.54922,0.879151
16759,0.0033448,-0.816122,9.37312,-3.54185,1.29394,-0.731338,0.0489416
16760,0.0033448,-1.05242,8.95977,-2.90193,-0.478747,0.26798,-0.391568
16761,0.0033448,-1.03579,9.18311,-3.03108,0.298916,0.809515,-0.600933
16762,0.0033448,-0.70596,9.43534,-3.32873,0.950292,-1.224,-0.142374
16763,0.0033448,-1.05259,9.2607,-3.46511,1.18829,-0.126033,-0.663215
16764,0.0033448,-0.899957,9.04396,-2.89803,-0.78762,0.00905383,-0.583916
16765,0.0033448,-0.724789,8.95022,-3.38267,1.233,0.240695,1.32209
16766,0.0033448,-0.63176,8.93155,-3.07644,-1.01517,-0.94909,0.806948
16767,0.0033448,-1.16446,9.4066,-3.34016,0.514348,0.318955,-0.416626
16768,0.0033448,-0.579785,9.01958,-3.46365,0.587258,-0.893316,1.40769
16769,0.0033448,-1.05957,8.72257,-3.05215,-0.51867,0.0679203,0.0772587
16770,0.0033448,-0.45213,8.73227,-3.15949,0.567639,-0.651447,0.85806
16771,0.0033448,-0.599815,8.80094,-3.22915,-0.424567,-0.362665,1.30054
16772,0.0033448,-1.11083,9.24639,-3.24046,0.839745,-0.523012,-1.11516
16773,0.0033448,-0.966962,9.24692,-3.33248,0.867292,0.348989,-1.18238
16774,0.0033448,-0.904134,9.52543,-3.6087,0.71386,-0.702296,0.0201037
16775,0.0033448,-0.977787,9.43625,-3.24992,0.597444,-0.265159,-0.976927
16776,0.0033448,-0.324038,8.97672,-3.53542,0.659789,-0.699152,0.331611
16777,0.0033448,-0.844126,9.3475,-3.51835,1.07906,-1.30676,-0.0963393
16778,0.0033448,-1.2166,9.3742,-3.20903,0.661444,0.178776,-0.456724
16779,0.0033448,-1.20186,9.44145,-3.40303,0.782791,-0.215787,-0.353436
16780,0.0033448,-0.687222,8.87157,-3.05972,-0.93627,-0.438485,1.09543
16781,0.0033448,-0.824492,8.78898,-3.03533,-1.10011,-0.501987,0.276898
16782,0.0033448,-1.03109,9.08561,-2.9825,-0.535114,0.196598,-0.894303
16783,0.0033448,-0.594436,8.84926,-3.49168,-0.323092,-0.930552,1.02809
16784,0.0033448,-1.12232,9.30343,-3.16741,0.353977,0.600546,-0.65585
16785,0.0033448,-0.609567,9.36444,-2.97387,-0.273001,-0.646171,-0.528111
16786,0.0033448,-1.24876,9.1881,-3.36776,-0.039408,-0.0674574,-0.79903
16787,0.0033448,-0.419597,9.03211,-2.97325,-0.294561,0.0352271,0.688244
16788,0.0033448,-1.09822,9.28118,-3.37119,0.76531,0.661133,-0.486764
16789,0.0033448,-0.53755,9.23174,-3.44292,0.644236,-1.56381,0.424093
16790,0.0033448,-0.631119,9.09945,-3.66871,0.759592,-1.22954,0.459646
16791,0.0033448,-1.11541,9.01301,-2.94376,-0.759347,0.152257,-0.248829
16792,0.0033448,-0.570934,9.24074,-3.14283,0.475391,-0.166185,1.50164
16793,0.0033448,-0.529306,8.81979,-3.02408,-0.750809,-0.794582,0.482173
16794,0.0033448,-0.725146,9.50627,-3.53164,1.00297,-0.445525,0.132619
16795,0.0033448,-1.03542,9.13803,-2.93984,-0.0234612,0.440338,-0.819947
16796,0.0033448,-0.45081,9.36038,-3.45978,0.77388,-0.86961,0.48164
16797,0.0033448,-0.587747,8.79284,-3.28803,-0.779589,-0.905566,0.81188
16798,0.0033448,-0.393534,9.093,-3.39977,0.6239,-1.3113,0.490361
16799,0.0033448,-1.18058,9.20406,-3.09233,0.0338919,0.278358,-0.88047
16800,0.0033448,-1.105,9.21846,-3.23765,0.633929,0.601887,-0.893727
16801,0.0033448,-1.22783,9.28502,-3.2271,0.622782,-0.16105,-0.864592
16802,0.0033448,-0.781315,9.04098,-2.97612,-1.10871,-1.21239,-0.195063
16803,0.0033448,-1.23066,9.33215,-3.20227,0.225359,0.217464,-0.696395
16804,0.0033448,-0.841982,8.81719,-2.90127,-0.636647,0.365331,0.41799
16805,0.0033448,-0.727779,8.85843,-2.87995,-0.89632,-0.280354,-0.134506
16806,0.0033448,-0.631155,9.04178,-3.66151,0.968899,-1.08016,0.467882
16807,0.0033448,-1.0406,8.88244,-2.80857,-0.0790519,0.414222,-0.103337
16808,0.0033448,-0.604838,9.07701,-3.10176,-0.939021,-0.681734,1.25516
16809,0.0033448,-0.585549,9.35309,-3.40467,1.28281,-0.892474,-0.101269
16810,0.0033448,-0.971826,9.09722,-2.94666,-0.733787,0.458803,-0.545011
16811,0.0033448,-1.14973,9.31508,-3.29496,1.08231,-0.509937,-0.78699
16812,0.0033448,-0.47537,8.82374,-3.15808,0.133263,-1.09253,1.09498
16813,0.0033448,-0.970531,9.16786,-2.88922,-0.769648,-0.235176,-0.631285
16814,0.0033448,-0.577174,9.12413,-3.57012,1.24719,-1.08201,0.327332
16815,0.0033448,-0.519075,8.97157,-3.2095,-0.054482,-1.10368,1.43671
16816,0.0033448,-1.17211,8.91872,-2.92394,0.197389,0.279139,-0.537415
16817,0.0033448,-1.11899,8.97309,-2.95473,0.0741891,0.768012,-0.134114
16818,0.0033448,-0.532132,8.93503,-2.97339,-0.769941,-0.116317,0.766675
16819,0.0033448,-0.848474,8.96339,-2.91123,-0.935736,0.427287,0.186049
16820,0.0033448,-0.506048,8.73447,-3.15814,-0.587844,-0.427209,0.844038
16821,0.0033448,-0.488951,8.82143,-3.09321,-0.213957,-0.34885,1.22909
16822,0.0033448,-0.651235,9.09731,-3.49989,0.786557,-1.81428,0.339413
16823,0.0033448,-0.936193,9.27799,-2.89848,-0.870015,0.0924576,0.0691414
16824,0.0033448,-0.682165,8.80786,-3.22955,0.60144,0.503795,1.29454
16825,0.0033448,-0.895552,9.01053,-2.76737,-0.668373,-0.346293,-0.36111
16826,0.0033448,-0.903913,9.10303,-3.46225,0.671421,-1.49214,-1.07623
16827,0.0033448,-0.88685,9.30519,-3.66399,1.09318,-0.791634,-0.319509
16828,0.0033448,-0.484124,9.16772,-3.42341,0.741989,-1.56717,0.2004
16829,0.0033448,-0.52373,9.33191,-3.51899,1.00058,-0.794493,0.694565
16830,0.0033448,-1.24717,9.33044,-3.33995,0.416046,-0.063729,-0.79462
16831,0.0033448,-0.634433,8.70103,-2.885,-0.487105,-0.319225,0.630384
16832,0.0033448,-1.29338,9.13703,-3.29392,0.567304,0.50751,-0.253638
16833,0.0033448,-0.699103,9.18322,-3.5913,0.646894,-1.66776,-0.0666302
16834,0.0033448,-0.830271,8.81715,-2.91666,-0.652373,0.454384,0.443753
16835,0.0033448,-1.25716,9.12762,-3.14689,0.0314816,0.114285,-0.883161
16836,0.0033448,-0.517953,8.97592,-3.38647,0.124005,-1.6342,0.889594
16837,0.0033448,-0.506789,8.98741,-3.3314,0.338637,-1.16066,1.40929
16838,0.0033448,-1.0743,9.27614,-3.41902,1.3608,-0.0653902,-0.620387
16839,0.0033448,-0.615613,9.05072,-3.65555,0.86758,-1.30717,0.15781
16840,0.0033448,-1.06267,8.87246,-2.88438,-0.548491,0.378955,0.0839077
16841,0.0033448,-0.482455,8.91737,-3.38686,-0.530107,-1.1686,0.912527
16842,0.0033448,-1.1286,9.16526,-3.1046,0.216882,-0.0425702,-1.2746
16843,0.0033448,-0.550925,8.82721,-3.26195,-0.438613,-1.17432,1.10648
16844,0.0033448,-1.25933,8.97756,-3.06985,-0.419164,0.19752,-0.456954
16845,0.0033448,-0.962542,9.08103,-2.90895,-0.961111,0.405902,0.039463
