m,x,y,z,vx,vy,vz
0.0031930496,1.7999599999999998,-18.9054,6.71598,0.36273099999999997,0.456017,-0.5321819999999999
0.0031930496,1.6453099999999998,-19.1705,6.786639999999999,-0.5852510000000001,1.7543900000000001,-0.573037
0.0031930496,1.8044200000000001,-19.1816,6.78428,-1.22581,0.278577,-0.328375
0.0031930496,1.7415200000000002,-18.9091,6.6706199999999995,0.272832,1.14457,-0.608843
0.0031930496,1.6833,-18.9633,6.714580000000001,0.10724500000000001,1.15372,0.516656
0.0031930496,1.9186900000000002,-19.0885,6.78682,-0.156838,0.10831400000000001,-0.750259
0.0031930496,1.73905,-18.8482,6.87218,0.282195,0.868498,-0.49044399999999994
0.0031930496,1.86717,-19.0711,6.798360000000001,-0.010417399999999999,-0.14608800000000002,-0.6948439999999999
0.0031930496,1.8219900000000002,-18.9133,6.73831,0.273289,0.197581,-0.582976
0.0031930496,1.86539,-18.8586,6.86988,-0.09116110000000001,0.49006400000000006,-0.691122
0.0031930496,1.58361,-19.0625,6.8313,-0.574417,1.8014599999999998,-0.42673999999999995
0.0031930496,1.9041,-18.9638,6.843260000000001,-0.200326,0.24769699999999997,-0.979291
0.0031930496,1.8563,-19.1438,6.842460000000001,-0.743983,-0.044246600000000004,-0.09381039999999999
0.0031930496,1.79919,-18.8942,6.75092,0.320339,0.825095,-1.0245799999999998
0.0031930496,1.80682,-19.1998,6.71316,-1.15557,0.48950200000000005,-0.519221
0.0031930496,1.6004,-19.1107,6.7867,-0.515142,1.7136900000000002,-0.886125
0.0031930496,1.7043099999999998,-18.9633,6.739539999999999,-0.28187,0.722644,-1.58315
0.0031930496,1.90855,-19.0867,6.72797,-0.910299,0.183815,-0.690087
0.0031930496,1.7434900000000002,-18.916,6.75113,0.631074,0.588304,-0.102198
0.0031930496,1.6044200000000002,-19.0233,6.64685,-0.743979,1.37809,-0.060973400000000004
0.0031930496,1.7149400000000001,-19.0119,6.868239999999999,0.704481,1.33136,-0.723228
0.0031930496,1.9049,-19.1206,6.849880000000001,-0.212825,0.09181410000000001,-0.00876299
0.0031930496,1.72331,-18.8514,6.786460000000001,0.395054,1.1242299999999998,-0.5413479999999999
0.0031930496,1.81247,-19.1945,6.83741,-1.2408,0.434648,-0.138799
0.0031930496,1.86569,-18.9783,6.80134,0.582411,0.465941,-0.0765669
0.0031930496,1.8551900000000001,-19.1946,6.7102,-0.9031129999999999,0.725811,-0.9314
0.0031930496,1.58134,-19.143,6.75712,-0.8252860000000001,1.52122,-0.6838270000000001
0.0031930496,1.67019,-19.0953,6.71977,-0.36390900000000004,1.3275299999999999,-1.43089
0.0031930496,1.7905400000000002,-19.1726,6.70202,-1.33829,0.820576,-0.630714
0.0031930496,1.5970600000000001,-19.1597,6.907039999999999,-0.464291,1.35382,0.0469443
0.0031930496,1.74403,-19.1597,6.688210000000001,-1.38334,0.997081,-0.25000700000000003
0.0031930496,1.54692,-18.9649,6.785069999999999,0.0422696,1.19604,0.141538
0.0031930496,1.6074,-19.0675,6.67615,-0.610355,1.62476,-0.0432889
0.0031930496,1.57722,-19.0414,6.81775,0.296255,1.45164,-0.0286697
0.0031930496,1.61525,-19.1167,6.865810000000001,-0.708008,1.6316,-0.9451229999999999
0.0031930496,1.73055,-18.8576,6.84917,0.33308899999999997,0.413603,-0.597508
0.0031930496,1.7869400000000002,-19.0401,6.611039999999999,-0.9763139999999999,0.9992270000000001,0.172352
0.0031930496,1.7124599999999999,-18.8461,6.77078,0.35438600000000003,1.02075,-0.0105015
0.0031930496,1.6311200000000001,-18.9495,6.84868,-0.12007899999999999,1.7446099999999998,0.13001500000000002
0.0031930496,1.6245,-18.9738,6.73382,-0.012281700000000001,1.8304900000000002,-0.583518
0.0031930496,1.55915,-18.998,6.82487,-0.177471,1.56256,-0.8902030000000001
0.0031930496,1.93642,-18.9895,6.7572399999999995,0.117151,0.21018299999999998,-0.196777
0.0031930496,1.7236799999999999,-18.827,6.77694,0.187696,1.04239,-0.874274
0.0031930496,1.6883599999999999,-19.2065,6.806839999999999,-1.22809,0.8529040000000001,0.20875
0.0031930496,1.6579700000000002,-18.81,6.74166,0.12464700000000001,1.03105,-0.30763
0.0031930496,1.9488900000000002,-19.0473,6.78493,-0.24487199999999998,0.028288499999999998,-0.182357
0.0031930496,1.62727,-19.0791,6.64237,-0.45175299999999996,1.63551,-0.18951300000000001
0.0031930496,1.6827,-19.1955,6.776489999999999,-1.1578700000000002,1.0669799999999998,-1.0785200000000001
0.0031930496,1.64167,-18.9138,6.809939999999999,-0.000131786,1.83018,-0.40281500000000003
0.0031930496,1.7019,-18.9527,6.7767,0.608275,0.9804780000000001,-1.15503
0.0031930496,1.55954,-19.043,6.778760000000001,-0.313731,1.79645,-0.5376489999999999
0.0031930496,1.57944,-18.9985,6.78636,0.130932,1.55265,0.147553
0.0031930496,1.70918,-18.8908,6.786789999999999,0.636976,1.1857600000000001,-0.308152
0.0031930496,1.9265400000000001,-19.1345,6.71099,-0.7826529999999999,0.232969,-0.100765
0.0031930496,1.69967,-18.8572,6.71386,0.185846,1.44836,-0.274714
0.0031930496,1.8032400000000002,-19.0988,6.56875,-0.40931999999999996,0.548467,-0.0289822
0.0031930496,1.6644700000000001,-19.1963,6.793819999999999,-1.23502,1.44268,-0.169024
0.0031930496,1.6594799999999998,-19.1637,6.6218,-0.774273,1.38219,-0.40454
0.0031930496,1.81646,-18.8923,6.66517,0.00563478,0.46213699999999996,0.173816
0.0031930496,1.61127,-18.916,6.74591,0.07962469999999999,1.44452,-0.947473
0.0031930496,1.64488,-18.8708,6.7861,0.376779,1.2549299999999999,-0.0969904
0.0031930496,1.9393,-19.063,6.916519999999999,-0.5418109999999999,0.168477,-0.21852600000000003
0.0031930496,1.8621,-18.9825,6.7759100000000005,0.41497700000000004,0.0101249,-0.171302
0.0031930496,1.6936799999999999,-19.2196,6.82707,-1.12806,1.06136,-1.01511
0.0031930496,1.8344799999999999,-19.2115,6.829110000000001,-1.28336,0.605382,-0.675825
0.0031930496,1.7392,-18.8115,6.770169999999999,0.17314100000000002,1.32733,-0.563171
0.0031930496,1.74206,-18.9072,6.8188699999999995,0.554804,1.19969,-0.994877
0.0031930496,1.63362,-19.2155,6.81589,-1.04095,1.23419,-0.896481
0.0031930496,1.70239,-18.9329,6.779160000000001,0.662912,1.29661,0.11485899999999999
0.0031930496,1.7877299999999998,-18.805,6.92093,0.039928899999999996,0.7740060000000001,-0.30859200000000003
0.0031930496,1.60465,-18.9162,6.81687,-0.044757,1.7016099999999998,-0.737513
0.0031930496,1.90873,-18.9319,6.8051,0.457293,0.777609,-0.748169
0.0031930496,1.88126,-19.1117,6.7733300000000005,-0.837945,0.332345,-1.29634
0.0031930496,1.57331,-19.0091,6.72535,0.0152041,1.71793,-0.246403
0.0031930496,1.6097700000000001,-18.9164,6.858160000000001,0.45161999999999997,1.18159,-0.607681
0.0031930496,1.9181,-18.9882,6.84324,-0.332061,-0.120332,-0.14568599999999998
0.0031930496,1.8433,-19.2538,6.74662,-0.998295,0.37703200000000003,-0.371393
0.0031930496,1.8566099999999999,-18.9984,6.7064,0.117932,0.0827645,-1.0176399999999999
0.0031930496,1.66175,-19.2094,6.860539999999999,-0.937249,1.62784,-0.130298
0.0031930496,1.7603099999999998,-18.9929,7.038060000000001,-0.039926300000000005,0.551891,-0.156445
0.0031930496,1.92425,-19.1311,6.85195,-0.919831,0.106842,-0.10046000000000001
0.0031930496,1.50506,-19.0911,6.810339999999999,-0.380006,1.62628,-0.34735900000000003
0.0031930496,1.93829,-18.8767,6.86688,0.0363064,0.46945,-0.6693140000000001
0.0031930496,1.62294,-19.2154,6.7207,-0.9087360000000001,1.53607,-0.22595700000000002
0.0031930496,1.85483,-19.2069,6.912210000000001,-0.514523,0.0689702,-0.47981499999999994
0.0031930496,1.8598299999999999,-19.0507,6.68998,-0.46236000000000005,-0.273967,-0.481847
0.0031930496,1.61687,-19.1217,6.8625,-0.7701,1.91788,-0.249113
0.0031930496,1.8913099999999998,-19.0841,6.679289999999999,-0.9378610000000001,0.0147341,-0.309237
0.0031930496,1.59049,-18.9858,6.73688,-0.133176,1.91021,-0.48996000000000006
0.0031930496,1.60335,-18.8628,6.84063,0.06294119999999999,1.5262200000000001,-0.15246300000000002
0.0031930496,1.5930799999999998,-19.0246,6.86631,-0.011575299999999998,1.59075,0.35629099999999997
0.0031930496,1.65978,-18.9384,6.99287,0.22617600000000002,1.06029,-0.235382
0.0031930496,1.59932,-18.9746,6.82597,0.14213800000000001,1.8566099999999999,-0.52709
0.0031930496,1.9723700000000002,-19.0691,6.8304,-0.570665,0.0320852,-0.156114
0.0031930496,1.65924,-18.9797,6.902489999999999,0.129669,1.02647,-1.3961
0.0031930496,1.5570899999999999,-19.0469,6.912030000000001,-0.0551894,1.62744,-0.511232
0.0031930496,1.5279,-19.0201,6.68662,-0.380434,1.38971,-0.9214690000000001
0.0031930496,1.59594,-18.9217,6.86963,-0.06673580000000001,1.4401700000000002,0.328236
0.0031930496,1.6937900000000001,-19.1985,6.74869,-1.53176,0.972671,-0.225068
0.0031930496,1.6905400000000002,-18.9565,6.773639999999999,0.759454,0.895966,0.332376
0.0031930496,1.71692,-18.8831,6.79068,0.29128200000000004,1.80532,-0.47696700000000003
0.0031930496,1.69222,-19.1106,6.95435,-0.8865379999999999,1.0596700000000001,-1.2675299999999998
0.0031930496,1.6453200000000001,-19.0144,6.879410000000001,0.10603,1.8731799999999998,-0.902949
0.0031930496,1.73449,-19.3012,6.684,-0.957232,0.734212,-0.340409
0.0031930496,1.5296299999999998,-19.0781,6.78983,-0.8710459999999999,1.69071,-0.479256
0.0031930496,1.5198200000000002,-19.0871,6.837289999999999,-0.643423,1.54093,0.12523199999999998
0.0031930496,1.76537,-19.2653,6.7717600000000004,-1.3116299999999999,0.694461,-0.5208
0.0031930496,1.5509,-18.9941,6.91154,-0.47692299999999993,1.6130200000000001,-0.767237
0.0031930496,1.97229,-18.9672,6.91936,-0.222473,0.23620700000000003,-0.324894
0.0031930496,1.73122,-19.1496,6.80085,-1.18234,1.32764,0.659656
0.0031930496,1.88215,-19.2794,6.72537,-0.73324,0.44802299999999995,-0.0576942
0.0031930496,1.71003,-18.8857,6.7769699999999995,0.330337,1.6298,0.161961
0.0031930496,1.97868,-19.0422,6.81452,-0.41350600000000004,-0.0443478,-0.362082
0.0031930496,1.71155,-19.2768,6.7539,-1.1558700000000002,1.0535700000000001,-0.765528
0.0031930496,1.6420299999999999,-19.2608,6.70241,-1.08175,1.10545,-0.5801430000000001
0.0031930496,2.0176,-19.0326,6.716989999999999,-0.5884010000000001,0.289958,-0.1677
0.0031930496,1.63537,-18.8996,6.8509899999999995,0.118852,1.7075799999999999,0.0522237
0.0031930496,1.5609600000000001,-18.8294,6.7084399999999995,-0.000362664,1.20813,-0.254784
0.0031930496,1.81273,-19.0875,7.024589999999999,-0.758748,0.30535300000000004,-0.09389199999999999
0.0031930496,1.9021099999999997,-19.1389,6.876119999999999,-0.44576899999999997,-0.16355999999999998,-0.408569
0.0031930496,1.8809200000000001,-19.2014,6.73377,-1.29108,0.8524209999999999,0.029179000000000004
0.0031930496,1.71715,-19.1873,6.69296,-1.0940299999999998,1.61632,-0.7756430000000001
0.0031930496,1.63315,-18.9143,6.86441,-0.0815953,1.9114,-0.267732
0.0031930496,1.7259200000000001,-18.9888,6.65425,0.407014,0.807188,-1.2079799999999998
0.0031930496,1.6472200000000001,-18.8835,6.928380000000001,0.315972,1.34301,-0.368369
0.0031930496,1.68757,-19.1194,6.84242,-0.159441,1.15485,0.94689
0.0031930496,1.8674099999999998,-18.8902,6.7672300000000005,0.5052939999999999,0.334456,-0.16956300000000002
0.0031930496,1.92382,-19.1723,6.82472,-0.777197,0.149991,0.18476800000000002
0.0066896,-0.847017,9.094619999999999,-3.2579599999999997,0.397348,-0.6027680000000001,0.320369
0.0066896,-0.885908,9.1574,-3.19446,0.352495,-0.115354,0.137414
0.0066896,-0.8259549999999999,9.11863,-3.29025,0.786877,-0.5640930000000001,0.36592600000000003
0.0066896,-0.7281489999999999,9.11665,-3.2892,0.307925,-0.626898,0.295602
0.0066896,-0.770766,9.12037,-3.2264,-0.256659,-0.716467,0.159301
0.0066896,-0.785301,9.15399,-3.2357,0.483513,-0.8368,0.478587
0.0066896,-0.944894,9.03524,-3.2515,0.402557,-0.686983,0.354284
0.0066896,-0.823617,8.9962,-3.23354,-0.264354,-0.846625,0.20887399999999998
0.0066896,-0.829996,9.08995,-3.15877,-0.157935,0.169873,0.125556
0.0066896,-0.751015,9.03635,-3.21122,0.312253,-0.7212729999999999,0.795895
0.0066896,-0.907626,9.021339999999999,-3.1435299999999997,-0.169526,-0.10675599999999999,0.13135
0.0066896,-0.757389,9.182789999999999,-3.2909,0.667864,-0.663938,0.46741499999999997
0.0066896,-0.8824350000000001,9.111939999999999,-3.17115,0.4823,0.403401,0.15194000000000002
0.0066896,-0.930215,8.98114,-3.28669,-0.242101,-0.496094,0.0911248
0.0066896,-0.753901,9.16974,-3.21053,0.4939,-0.12523299999999998,-0.387726
0.0066896,-0.7367739999999999,9.00877,-3.14625,0.15270999999999998,-0.639262,0.6801659999999999
0.0066896,-0.6954670000000001,9.01495,-3.29366,0.23462199999999997,-0.9891479999999999,0.148502
0.0066896,-0.885834,9.107460000000001,-3.11774,0.19778800000000002,0.0381883,-0.381957
0.0066896,-0.8930620000000001,9.21785,-3.22581,0.342385,-0.36951100000000003,-0.48103999999999997
0.0066896,-0.6973159999999999,9.04701,-3.3295,0.674165,-0.800149,0.401439
0.0066896,-0.861764,9.01642,-3.37592,0.814967,-0.311283,-0.0357794
0.0066896,-0.764936,9.13538,-3.16308,-0.00272565,0.310623,-0.235229
0.0066896,-0.8895370000000001,9.057839999999999,-3.16063,0.27118200000000003,0.549948,0.395431
0.0066896,-0.892617,9.08208,-3.3735,0.70185,-0.8622709999999999,-0.318308
0.0066896,-0.687377,9.007539999999999,-3.2519099999999996,0.138379,-0.861453,0.7959
0.0066896,-0.7153079999999999,9.01355,-3.0943,0.12484,-0.526382,0.6738930000000001
0.0066896,-0.834816,8.93533,-3.19524,-0.38902800000000004,-0.9483940000000001,0.213029
0.0066896,-0.723474,9.24423,-3.1604400000000004,0.0625486,-0.6863520000000001,0.30087800000000003
0.0066896,-0.774489,9.02404,-3.2888699999999997,-0.448017,-1.2758200000000002,0.111312
0.0066896,-0.963073,9.16119,-3.18695,-0.0555683,0.394676,-0.052199800000000005
0.0066896,-0.916903,9.19738,-3.3263,0.313308,-0.153331,-0.665244
0.0066896,-0.944602,9.06179,-3.15814,1.00481,0.129547,0.0719277
0.0066896,-0.704615,9.037180000000001,-3.11151,0.366286,-1.10553,0.302952
0.0066896,-0.686345,9.22303,-3.1745400000000004,0.611766,-0.2594,0.100361
0.0066896,-0.6035689999999999,9.015989999999999,-3.26559,0.189833,-0.733163,0.408754
0.0066896,-0.773469,9.13013,-3.2922800000000003,0.893057,-1.02168,-0.502463
0.0066896,-0.767143,8.98922,-3.21256,0.0020168,-0.9051959999999999,1.09854
0.0066896,-0.804431,8.88838,-3.27125,0.42860600000000004,-0.380853,0.759888
0.0066896,-1.03177,8.99183,-3.16728,0.190368,-0.707854,-0.122705
0.0066896,-0.880633,9.04931,-3.07622,-0.167398,0.395077,0.33224899999999996
0.0066896,-0.770199,9.15766,-3.39795,1.0881100000000001,-0.548357,0.229413
0.0066896,-0.893241,9.08975,-3.2189,0.244956,-0.830686,-0.9944049999999999
0.0066896,-0.8939940000000001,8.992410000000001,-3.34246,1.05053,-0.34670700000000004,-0.285692
0.0066896,-0.9291200000000001,9.10029,-3.15404,0.230066,0.582476,-0.314794
0.0066896,-0.781048,9.15051,-3.1701799999999998,-0.291672,-1.09389,-0.608665
0.0066896,-0.726619,9.20675,-3.3186699999999996,1.07635,-0.463949,0.521674
0.0066896,-0.996165,8.99053,-3.2825,0.410691,-0.390756,-0.601434
0.0066896,-0.8895559999999999,9.010580000000001,-3.38812,0.45250799999999997,0.43886800000000004,-0.0803174
0.0066896,-0.9926860000000001,9.22113,-3.1416,-0.10384600000000001,-0.48279399999999995,-0.45690699999999995
